stereotype,total_correlation,rank
category,2.168915613402814,5
collective,2.059020005553546,8
datatype,1.4819806076266762,15
event,2.128207522863585,6
kind,2.479186130285332,2
mixin,1.6694386000159005,13
mode,2.6467748911793123,1
phase,2.229063956953419,3
quality,1.7897351407503508,12
relator,1.5664165163013357,14
role,2.088889755028078,7
roleMixin,1.9171334460325609,11
situation,2.198416811992793,4
subkind,1.9817140183423771,10
type,2.04066817031165,9
