stereotype,total_correlation,rank
category,5.78904109874677,6
enumeration,7.017950975937328,1
event,7.017950975937328,1
kind,6.000029622902146,5
mode,3.9851554169486825,9
quality,3.420711649011464,11
quantity,7.017950975937328,1
relator,3.8042571020093723,10
role,4.2600156530278515,8
situation,7.017950975937328,1
subkind,5.78904109874677,6
