stereotype,total_correlation,rank
category,2.2349487462304363,4
collective,1.9481091413023441,8
event,1.7751680311539781,11
kind,2.7163691221281403,1
mode,2.5792355414567005,2
phase,2.135986699009107,6
quality,1.7209621100723094,12
relator,1.9236547236911552,10
role,2.17490088614361,5
roleMixin,1.943061288858748,9
subkind,2.3263647563737107,3
type,2.031216551917012,7
