Percentage,Top k Stereotypes,Coverage
10.0,2,0.5780684664625662
20.0,4,0.7723350960200389
30.0,6,0.9081547453381575
40.0,8,0.9785694405789034
50.0,10,0.9880322849986084
60.0,12,0.9949902588366267
70.0,14,0.9972168104647926
80.0,16,0.9988867241859171
90.0,18,1.0
100.0,21,1.0
