Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
abstract,3,0.01694915254237288,3,0.01694915254237288,0.00016272510305923195,0.0015552099533437014
category,661,3.7344632768361583,111,0.6271186440677966,0.03585376437405077,0.05754276827371695
collective,200,1.1299435028248588,63,0.3559322033898305,0.010848340203948795,0.03265940902021773
datatype,127,0.7175141242937854,37,0.20903954802259886,0.006888696029507486,0.01918092275790565
enumeration,79,0.4463276836158192,11,0.062146892655367235,0.004285094380559774,0.005702436495593572
event,591,3.3389830508474576,62,0.3502824858757062,0.03205684530266869,0.0321410057024365
historicalRole,51,0.288135593220339,9,0.05084745762711865,0.0027663267520069428,0.004665629860031105
historicalRoleMixin,18,0.1016949152542373,6,0.03389830508474576,0.0009763506183553916,0.003110419906687403
kind,1972,11.141242937853107,154,0.8700564971751412,0.10696463441093512,0.07983411093831
mixin,91,0.5141242937853108,27,0.15254237288135594,0.004935994792796702,0.013996889580093312
mode,596,3.367231638418079,73,0.4124293785310734,0.03232805380776741,0.03784344219803007
phase,450,2.542372881355932,65,0.3672316384180791,0.02440876545888479,0.033696215655780196
phaseMixin,20,0.11299435028248588,8,0.04519774011299435,0.0010848340203948796,0.00414722654224987
quality,284,1.6045197740112995,54,0.3050847457627119,0.01540464308960729,0.027993779160186624
quantity,47,0.2655367231638418,14,0.07909604519774012,0.002549359947927967,0.007257646448937273
relator,1508,8.519774011299434,141,0.7966101694915254,0.08179648513777392,0.07309486780715396
role,2242,12.666666666666666,132,0.7457627118644068,0.121609893686266,0.06842923794712286
roleMixin,653,3.689265536723164,75,0.423728813559322,0.03541983076589282,0.038880248833592534
situation,103,0.5819209039548022,24,0.13559322033898305,0.0055868952050336295,0.012441679626749611
subkind,2373,13.40677966101695,132,0.7457627118644068,0.12871555651985248,0.06842923794712286
type,274,1.5480225988700564,35,0.1977401129943503,0.01486222607940985,0.018144116122343183
bringsAbout,39,0.22033898305084745,15,0.0847457627118644,0.002115426339770015,0.007776049766718507
characterization,658,3.7175141242937855,89,0.5028248587570622,0.035691039270991536,0.04613789528252981
comparative,39,0.22033898305084745,8,0.04519774011299435,0.002115426339770015,0.00414722654224987
componentOf,691,3.903954802259887,67,0.3785310734463277,0.03748101540464309,0.03473302229134267
creation,107,0.6045197740112994,25,0.14124293785310735,0.0058038620091126055,0.012960082944530845
derivation,292,1.6497175141242937,62,0.3502824858757062,0.01583857669776524,0.0321410057024365
externalDependence,123,0.6949152542372882,28,0.15819209039548024,0.00667172922542851,0.014515292897874546
historicalDependence,58,0.327683615819209,22,0.12429378531073447,0.0031460186591451508,0.011404872991187144
instantiation,97,0.5480225988700564,22,0.12429378531073447,0.005261444998915166,0.011404872991187144
manifestation,71,0.4011299435028249,20,0.11299435028248588,0.0038511607724018224,0.010368066355624676
material,784,4.429378531073446,87,0.4915254237288136,0.042525493599479276,0.04510108864696734
mediation,2481,14.016949152542374,123,0.6949152542372882,0.13457366022998482,0.06376360808709176
memberOf,256,1.4463276836158192,50,0.2824858757062147,0.01388587546105446,0.02592016588906169
participation,264,1.4915254237288136,37,0.20903954802259886,0.014319809069212411,0.01918092275790565
participational,18,0.1016949152542373,5,0.02824858757062147,0.0009763506183553916,0.002592016588906169
subCollectionOf,41,0.23163841807909605,11,0.062146892655367235,0.002223909741809503,0.005702436495593572
subQuantityOf,14,0.07909604519774012,4,0.022598870056497175,0.0007593838142764157,0.002073613271124935
termination,39,0.22033898305084745,6,0.03389830508474576,0.002115426339770015,0.003110419906687403
triggers,21,0.11864406779661017,12,0.06779661016949153,0.0011390757214146236,0.006220839813374806
