Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.0,0.0,0.0,34,Q3
category,0.04038312192596428,0.6923076923076923,0.6934844896354133,4,Q1
collective,0.009060315816722755,0.3076923076923077,0.30782567393854027,12,Q1
datatype,0.0012943308309603934,0.15384615384615385,0.15385159844978671,18,Q2
enumeration,0.0032358270774009838,0.10256410256410256,0.10261513393089047,20,Q1
event,0.01993269479679006,0.41025641025641024,0.4107403492211813,9,Q1
historicalRole,0.0,0.0,0.0,34,Q3
historicalRoleMixin,0.0,0.0,0.0,34,Q3
kind,0.09163862283199586,0.7435897435897436,0.7492151519866677,1,Q1
mixin,0.008801449650530676,0.23076923076923078,0.23093701172781578,15,Q1
mode,0.038312192596427645,0.4358974358974359,0.4375778773241456,8,Q1
phase,0.01773233238415739,0.23076923076923078,0.23144950525245184,14,Q1
phaseMixin,0.0,0.0,0.0,34,Q3
quality,0.0016826300802485115,0.10256410256410256,0.1025779039499575,21,Q2
quantity,0.004271291742169298,0.1282051282051282,0.12827625981154922,19,Q1
relator,0.12101993269479679,0.717948717948718,0.7280770465504739,2,Q1
role,0.18703080507377687,0.6666666666666666,0.6924052039745149,5,Q1
roleMixin,0.0,0.0,0.0,34,Q3
situation,0.002200362412632669,0.15384615384615385,0.15386188822447672,17,Q1
subkind,0.13706963499870567,0.6923076923076923,0.7057464315652476,3,Q1
type,0.01799119855034947,0.20512820512820512,0.2059156714881048,16,Q1
bringsAbout,0.0,0.0,0.0,34,Q3
characterization,0.022780222624902924,0.38461538461538464,0.38528941411058826,10,Q1
comparative,0.0019414962464405902,0.02564102564102564,0.025714424037856207,23,Q4
componentOf,0.0,0.0,0.0,34,Q3
creation,0.0,0.0,0.0,34,Q3
derivation,0.015402536888428683,0.2564102564102564,0.25687245421604243,13,Q1
externalDependence,0.0,0.0,0.0,34,Q3
formal,0.04128915350763655,0.3076923076923077,0.31045023821925943,11,Q1
historicalDependence,0.0,0.0,0.0,34,Q3
instantiation,0.0002588661661920787,0.02564102564102564,0.025642332335724324,25,Q3
manifestation,0.000388299249288118,0.02564102564102564,0.025643965610465398,24,Q3
material,0.04038312192596428,0.48717948717948717,0.4888503342179029,7,Q1
mediation,0.1736991975148848,0.5384615384615384,0.5657846229968448,6,Q1
memberOf,0.0,0.0,0.0,34,Q3
participation,0.0019414962464405902,0.05128205128205128,0.0513187898470909,22,Q4
participational,0.0,0.0,0.0,34,Q3
subCollectionOf,0.0,0.0,0.0,34,Q3
subQuantityOf,0.0,0.0,0.0,34,Q3
termination,0.0,0.0,0.0,34,Q3
triggers,0.0002588661661920787,0.02564102564102564,0.025642332335724324,25,Q3
