year,abstract,category,collective,datatype,enumeration,event,historicalRole,historicalRoleMixin,kind,mixin,mode,phase,phaseMixin,quality,quantity,relator,role,roleMixin,situation,subkind,type,none,other
2005,0.0,0.006993006993006993,0.000999000999000999,0.001998001998001998,0.0,0.0,0.0,0.0,0.008991008991008992,0.001998001998001998,0.003996003996003996,0.003996003996003996,0.0,0.0,0.000999000999000999,0.002997002997002997,0.006993006993006993,0.0,0.0,0.002997002997002997,0.0,0.0,0.0
2007,0.0,0.002997002997002997,0.0,0.000999000999000999,0.0,0.001998001998001998,0.0,0.0,0.003996003996003996,0.0,0.000999000999000999,0.0,0.0,0.0,0.0,0.0,0.0,0.000999000999000999,0.0,0.003996003996003996,0.0,0.0,0.003996003996003996
2011,0.0,0.003996003996003996,0.0,0.0,0.0,0.0,0.0,0.0,0.004995004995004995,0.0,0.0,0.002997002997002997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002997002997002997,0.0,0.0,0.0
2012,0.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.03796203796203796,0.0,0.0,0.0,0.0,0.0,0.0,0.015984015984015984,0.008991008991008992,0.0,0.0,0.04195804195804196,0.0,0.0,0.0
2013,0.0,0.0,0.008991008991008992,0.002997002997002997,0.0,0.0,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.001998001998001998,0.002997002997002997,0.0,0.0,0.026973026973026972,0.0,0.0,0.0
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,0.0,0.0,0.0,0.0,0.0,0.0,0.004995004995004995,0.004995004995004995,0.0,0.0,0.0,0.0,0.006993006993006993,0.005994005994005994
2015,0.0,0.003996003996003996,0.0,0.000999000999000999,0.007992007992007992,0.002997002997002997,0.0,0.0,0.016983016983016984,0.000999000999000999,0.02197802197802198,0.007992007992007992,0.0,0.001998001998001998,0.005994005994005994,0.005994005994005994,0.012987012987012988,0.003996003996003996,0.003996003996003996,0.004995004995004995,0.0,0.0,0.0
2016,0.0,0.005994005994005994,0.000999000999000999,0.0,0.0,0.006993006993006993,0.0,0.0,0.0,0.000999000999000999,0.005994005994005994,0.0,0.0,0.006993006993006993,0.0,0.008991008991008992,0.001998001998001998,0.008991008991008992,0.000999000999000999,0.0,0.0,0.0,0.007992007992007992
2017,0.0,0.00999000999000999,0.0,0.0,0.0,0.08291708291708291,0.0,0.0,0.03196803196803197,0.000999000999000999,0.003996003996003996,0.006993006993006993,0.0,0.0,0.002997002997002997,0.013986013986013986,0.04695304695304695,0.008991008991008992,0.003996003996003996,0.02097902097902098,0.001998001998001998,0.028971028971028972,0.024975024975024976
2018,0.0,0.026973026973026972,0.004995004995004995,0.0,0.001998001998001998,0.025974025974025976,0.0,0.0,0.03396603396603397,0.000999000999000999,0.017982017982017984,0.001998001998001998,0.0,0.003996003996003996,0.0,0.029970029970029972,0.008991008991008992,0.030969030969030968,0.005994005994005994,0.04295704295704296,0.002997002997002997,0.016983016983016984,0.011988011988011988
