year,abstract,category,collective,datatype,enumeration,event,historicalRole,historicalRoleMixin,kind,mixin,mode,phase,phaseMixin,quality,quantity,relator,role,roleMixin,situation,subkind,type,none,other
2005,0.0,0.005154639175257732,0.005154639175257732,0.005154639175257732,0.0,0.0,0.0,0.0,0.005154639175257732,0.005154639175257732,0.005154639175257732,0.005154639175257732,0.0,0.0,0.005154639175257732,0.005154639175257732,0.005154639175257732,0.0,0.0,0.005154639175257732,0.0,0.0,0.0
2007,0.0,0.005154639175257732,0.0,0.005154639175257732,0.0,0.005154639175257732,0.0,0.0,0.005154639175257732,0.0,0.005154639175257732,0.0,0.0,0.0,0.0,0.0,0.0,0.005154639175257732,0.0,0.005154639175257732,0.0,0.0,0.005154639175257732
2011,0.0,0.005154639175257732,0.0,0.0,0.0,0.0,0.0,0.0,0.005154639175257732,0.0,0.0,0.005154639175257732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005154639175257732,0.0,0.0,0.0
2012,0.0,0.010309278350515464,0.0,0.0,0.0,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.0,0.0,0.0,0.010309278350515464,0.010309278350515464,0.0,0.0,0.010309278350515464,0.0,0.0,0.0
2013,0.0,0.0,0.010309278350515464,0.005154639175257732,0.0,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.0,0.0,0.0,0.005154639175257732,0.005154639175257732,0.0,0.0,0.005154639175257732,0.0,0.0,0.0
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005154639175257732,0.0,0.0,0.0,0.0,0.0,0.0,0.005154639175257732,0.005154639175257732,0.0,0.0,0.0,0.0,0.005154639175257732,0.005154639175257732
2015,0.0,0.010309278350515464,0.0,0.005154639175257732,0.010309278350515464,0.005154639175257732,0.0,0.0,0.015463917525773196,0.005154639175257732,0.005154639175257732,0.005154639175257732,0.0,0.005154639175257732,0.005154639175257732,0.010309278350515464,0.015463917525773196,0.010309278350515464,0.005154639175257732,0.010309278350515464,0.0,0.0,0.0
2016,0.0,0.010309278350515464,0.005154639175257732,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.005154639175257732,0.005154639175257732,0.0,0.0,0.005154639175257732,0.0,0.015463917525773196,0.005154639175257732,0.010309278350515464,0.005154639175257732,0.0,0.0,0.0,0.005154639175257732
2017,0.0,0.020618556701030927,0.0,0.0,0.0,0.02577319587628866,0.0,0.0,0.030927835051546393,0.005154639175257732,0.010309278350515464,0.010309278350515464,0.0,0.0,0.005154639175257732,0.015463917525773196,0.03608247422680412,0.015463917525773196,0.005154639175257732,0.02577319587628866,0.005154639175257732,0.015463917525773196,0.010309278350515464
2018,0.0,0.03608247422680412,0.015463917525773196,0.0,0.005154639175257732,0.020618556701030927,0.0,0.0,0.02577319587628866,0.005154639175257732,0.02577319587628866,0.005154639175257732,0.0,0.010309278350515464,0.0,0.041237113402061855,0.020618556701030927,0.02577319587628866,0.010309278350515464,0.041237113402061855,0.010309278350515464,0.005154639175257732,0.015463917525773196
