year,category,period,predicted,slope,intercept
2021,none (occurrence),2019-2024,1.3888888888889142,-0.6278538812785386,1270.2815829528154
2022,none (occurrence),2019-2024,0.7610350076104169,-0.6278538812785386,1270.2815829528154
2023,none (occurrence),2019-2024,0.13318112633191959,-0.6278538812785386,1270.2815829528154
2021,none (model-wise),2019-2024,1.1247443762781586,-0.3067484662576686,621.0633946830264
2022,none (model-wise),2019-2024,0.8179959100204997,-0.3067484662576686,621.0633946830264
2023,none (model-wise),2019-2024,0.5112474437628407,-0.3067484662576686,621.0633946830264
2021,other (occurrence),2019-2024,0.0951293759512879,-0.05707762557077622,115.44901065449002
2022,other (occurrence),2019-2024,0.038051750380518,-0.05707762557077622,115.44901065449002
2023,other (occurrence),2019-2024,-0.019025875190266106,-0.05707762557077622,115.44901065449002
2021,other (model-wise),2019-2024,0.511247443762727,-0.3067484662576686,620.449897750511
2022,other (model-wise),2019-2024,0.20449897750506807,-0.3067484662576686,620.449897750511
2023,other (model-wise),2019-2024,-0.10224948875259088,-0.3067484662576686,620.449897750511
