Stereotype Pair,Jaccard Similarity,Dice Coefficient
"('abstract', 'category')",0.0,0.0
"('abstract', 'collective')",0.0,0.0
"('abstract', 'datatype')",0.0,0.0
"('abstract', 'enumeration')",0.0,0.0
"('abstract', 'event')",0.0,0.0
"('abstract', 'historicalRole')",0.0,0.0
"('abstract', 'historicalRoleMixin')",0.0,0.0
"('abstract', 'kind')",0.0,0.0
"('abstract', 'mixin')",0.0,0.0
"('abstract', 'mode')",0.0,0.0
"('abstract', 'phase')",0.0,0.0
"('abstract', 'phaseMixin')",0.0,0.0
"('abstract', 'quality')",0.0,0.0
"('abstract', 'quantity')",0.0,0.0
"('abstract', 'relator')",0.0,0.0
"('abstract', 'role')",0.0,0.0
"('abstract', 'roleMixin')",0.0,0.0
"('abstract', 'situation')",0.0,0.0
"('abstract', 'subkind')",0.0,0.0
"('abstract', 'type')",0.0,0.0
"('category', 'collective')",0.3181818181818182,0.4827586206896552
"('category', 'datatype')",0.18181818181818182,0.3076923076923077
"('category', 'enumeration')",0.09523809523809523,0.17391304347826086
"('category', 'event')",0.391304347826087,0.5625
"('category', 'historicalRole')",0.0,0.0
"('category', 'historicalRoleMixin')",0.0,0.0
"('category', 'kind')",0.6923076923076923,0.8181818181818182
"('category', 'mixin')",0.3333333333333333,0.5
"('category', 'mode')",0.6,0.75
"('category', 'phase')",0.4,0.5714285714285714
"('category', 'phaseMixin')",0.0,0.0
"('category', 'quality')",0.047619047619047616,0.09090909090909091
"('category', 'quantity')",0.19047619047619047,0.32
"('category', 'relator')",0.6,0.75
"('category', 'role')",0.6153846153846154,0.7619047619047619
"('category', 'roleMixin')",0.7,0.8235294117647058
"('category', 'situation')",0.09090909090909091,0.16666666666666666
"('category', 'subkind')",0.7727272727272727,0.8717948717948718
"('category', 'type')",0.3,0.46153846153846156
"('collective', 'datatype')",0.36363636363636365,0.5333333333333333
"('collective', 'enumeration')",0.09090909090909091,0.16666666666666666
"('collective', 'event')",0.10526315789473684,0.19047619047619047
"('collective', 'historicalRole')",0.0,0.0
"('collective', 'historicalRoleMixin')",0.0,0.0
"('collective', 'kind')",0.32,0.48484848484848486
"('collective', 'mixin')",0.3076923076923077,0.47058823529411764
"('collective', 'mode')",0.4,0.5714285714285714
"('collective', 'phase')",0.21428571428571427,0.35294117647058826
"('collective', 'phaseMixin')",0.0,0.0
"('collective', 'quality')",0.0,0.0
"('collective', 'quantity')",0.2727272727272727,0.42857142857142855
"('collective', 'relator')",0.38095238095238093,0.5517241379310345
"('collective', 'role')",0.24,0.3870967741935484
"('collective', 'roleMixin')",0.2777777777777778,0.43478260869565216
"('collective', 'situation')",0.08333333333333333,0.15384615384615385
"('collective', 'subkind')",0.2727272727272727,0.42857142857142855
"('collective', 'type')",0.25,0.4
"('datatype', 'enumeration')",0.125,0.2222222222222222
"('datatype', 'event')",0.2,0.3333333333333333
"('datatype', 'historicalRole')",0.0,0.0
"('datatype', 'historicalRoleMixin')",0.0,0.0
"('datatype', 'kind')",0.25,0.4
"('datatype', 'mixin')",0.4,0.5714285714285714
"('datatype', 'mode')",0.2857142857142857,0.4444444444444444
"('datatype', 'phase')",0.07692307692307693,0.14285714285714285
"('datatype', 'phaseMixin')",0.0,0.0
"('datatype', 'quality')",0.14285714285714285,0.25
"('datatype', 'quantity')",0.375,0.5454545454545454
"('datatype', 'relator')",0.13043478260869565,0.23076923076923078
"('datatype', 'role')",0.16666666666666666,0.2857142857142857
"('datatype', 'roleMixin')",0.1111111111111111,0.2
"('datatype', 'situation')",0.25,0.4
"('datatype', 'subkind')",0.25,0.4
"('datatype', 'type')",0.2,0.3333333333333333
"('enumeration', 'event')",0.07142857142857142,0.13333333333333333
"('enumeration', 'historicalRole')",0.0,0.0
"('enumeration', 'historicalRoleMixin')",0.0,0.0
"('enumeration', 'kind')",0.125,0.2222222222222222
"('enumeration', 'mixin')",0.2222222222222222,0.36363636363636365
"('enumeration', 'mode')",0.15384615384615385,0.26666666666666666
"('enumeration', 'phase')",0.1,0.18181818181818182
"('enumeration', 'phaseMixin')",0.0,0.0
"('enumeration', 'quality')",0.25,0.4
"('enumeration', 'quantity')",0.3333333333333333,0.5
"('enumeration', 'relator')",0.09523809523809523,0.17391304347826086
"('enumeration', 'role')",0.13636363636363635,0.24
"('enumeration', 'roleMixin')",0.13333333333333333,0.23529411764705882
"('enumeration', 'situation')",0.16666666666666666,0.2857142857142857
"('enumeration', 'subkind')",0.1,0.18181818181818182
"('enumeration', 'type')",0.125,0.2222222222222222
"('event', 'historicalRole')",0.0,0.0
"('event', 'historicalRoleMixin')",0.0,0.0
"('event', 'kind')",0.3333333333333333,0.5
"('event', 'mixin')",0.25,0.4
"('event', 'mode')",0.4117647058823529,0.5833333333333334
"('event', 'phase')",0.17647058823529413,0.3
"('event', 'phaseMixin')",0.0,0.0
"('event', 'quality')",0.07692307692307693,0.14285714285714285
"('event', 'quantity')",0.13333333333333333,0.23529411764705882
"('event', 'relator')",0.23076923076923078,0.375
"('event', 'role')",0.36,0.5294117647058824
"('event', 'roleMixin')",0.4444444444444444,0.6153846153846154
"('event', 'situation')",0.3333333333333333,0.5
"('event', 'subkind')",0.4090909090909091,0.5806451612903226
"('event', 'type')",0.2857142857142857,0.4444444444444444
"('historicalRole', 'historicalRoleMixin')",0.0,0.0
"('historicalRole', 'kind')",0.0,0.0
"('historicalRole', 'mixin')",0.0,0.0
"('historicalRole', 'mode')",0.0,0.0
"('historicalRole', 'phase')",0.0,0.0
"('historicalRole', 'phaseMixin')",0.0,0.0
"('historicalRole', 'quality')",0.0,0.0
"('historicalRole', 'quantity')",0.0,0.0
"('historicalRole', 'relator')",0.0,0.0
"('historicalRole', 'role')",0.0,0.0
"('historicalRole', 'roleMixin')",0.0,0.0
"('historicalRole', 'situation')",0.0,0.0
"('historicalRole', 'subkind')",0.0,0.0
