stereotype,total_correlation,rank
category,2.2727776654311502,7
collective,1.8389168154430697,13
datatype,1.4940583910554728,15
event,2.563392222899565,3
kind,2.9981234490536632,1
mode,2.058887098325574,11
phase,1.975035141409217,12
quality,2.419709021458615,4
relator,2.3527670888857557,6
role,2.1371683595216346,10
roleMixin,2.194517494286975,9
situation,2.7652221680557836,2
subkind,2.2618183923046797,8
type,2.4187061398889633,5
none,1.4450829260613005,16
other,1.6530058615331948,14
