Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
abstract,1,0.009708737864077669,1,0.009708737864077669,0.0002577319587628866,0.0013679890560875513
category,278,2.6990291262135924,69,0.6699029126213593,0.07164948453608247,0.09439124487004104
collective,49,0.47572815533980584,25,0.24271844660194175,0.012628865979381444,0.03419972640218878
datatype,71,0.6893203883495146,21,0.20388349514563106,0.01829896907216495,0.028727770177838577
enumeration,48,0.46601941747572817,7,0.06796116504854369,0.012371134020618556,0.009575923392612859
event,308,2.9902912621359223,45,0.4368932038834951,0.07938144329896907,0.06155950752393981
historicalRole,23,0.22330097087378642,4,0.038834951456310676,0.0059278350515463915,0.005471956224350205
historicalRoleMixin,9,0.08737864077669903,3,0.02912621359223301,0.0023195876288659794,0.004103967168262654
kind,637,6.184466019417476,83,0.8058252427184466,0.16417525773195876,0.11354309165526676
mixin,18,0.17475728155339806,15,0.14563106796116504,0.004639175257731959,0.02051983584131327
mode,179,1.7378640776699028,45,0.4368932038834951,0.046134020618556704,0.06155950752393981
phase,167,1.6213592233009708,31,0.30097087378640774,0.04304123711340206,0.04240766073871409
phaseMixin,20,0.1941747572815534,8,0.07766990291262135,0.005154639175257732,0.01094391244870041
quality,144,1.3980582524271845,36,0.34951456310679613,0.03711340206185567,0.049247606019151846
quantity,16,0.1553398058252427,8,0.07766990291262135,0.004123711340206186,0.01094391244870041
relator,303,2.941747572815534,77,0.7475728155339806,0.07809278350515464,0.10533515731874145
role,379,3.679611650485437,68,0.6601941747572816,0.09768041237113402,0.09302325581395349
roleMixin,225,2.1844660194174756,42,0.4077669902912621,0.05798969072164949,0.057455540355677154
situation,71,0.6893203883495146,19,0.18446601941747573,0.01829896907216495,0.025991792065663474
subkind,651,6.320388349514563,73,0.7087378640776699,0.16778350515463916,0.09986320109439124
type,71,0.6893203883495146,19,0.18446601941747573,0.01829896907216495,0.025991792065663474
none,117,1.1359223300970873,15,0.14563106796116504,0.030154639175257732,0.02051983584131327
other,95,0.9223300970873787,17,0.1650485436893204,0.024484536082474227,0.023255813953488372
