Stereotype,category,collective,datatype,event,kind,mode,phase,quality,relator,role,roleMixin,situation,subkind,type,none,other
category,1.0,0.06713296431234968,0.11473126986886036,0.09415997881490265,0.05267689695486466,0.29557177817363967,0.07134848916925603,0.22544757873522137,0.05348771203483487,0.06463917075754586,0.24203240158063383,0.18734694639031352,0.24467583522776076,0.27770912495222577,0.009700599940253284,0.07278055717367772
collective,0.06713296431234968,1.0,0.11297686465123565,0.05146224903636806,0.1526743683653045,0.13344958737195564,0.28278300987778254,0.046112382582734486,0.14139176675779358,0.06047621619573316,0.06099972939842175,0.26693172089396455,0.1777672179180415,0.02700592812902156,0.11771875519809573,0.07164292064284175
datatype,0.11473126986886036,0.11297686465123565,1.0,0.07244448593895803,0.12224818107984896,0.015053055396494576,0.017093850373496266,0.1716358590983587,0.14063101815465015,0.08846052552472343,0.07515518927681028,0.17649550593016905,0.06421953040704553,0.07908361101693301,0.0627493300809311,0.012232296680598984
event,0.09415997881490265,0.05146224903636806,0.07244448593895803,1.0,0.27978035217337777,0.16166393483403715,0.02391065306727138,0.1084072904391543,0.15728795670624324,0.14542833699336682,0.29180996791998215,0.5248346223556764,0.03851727026945074,0.3140447952537892,0.11704940185156136,0.11113391173539011
kind,0.05267689695486466,0.1526743683653045,0.12224818107984896,0.27978035217337777,1.0,0.019296580186428658,0.24863348206115998,0.07040759257055962,0.22632550802891233,0.39607716848512553,0.2440042485699762,0.22652385639370665,0.45716271912288103,0.245771275052928,0.10064747127475726,0.023460101536763398
mode,0.29557177817363967,0.13344958737195564,0.015053055396494576,0.16166393483403715,0.019296580186428658,1.0,0.095074794623809,0.20057122170716152,0.07170679892312427,0.09719276697062655,0.23066811973397353,0.07712495119243426,0.146356355283676,0.18821912162260676,0.0769095993353538,0.12802104783574886
phase,0.07134848916925603,0.28278300987778254,0.017093850373496266,0.02391065306727138,0.24863348206115998,0.095074794623809,1.0,0.1014143727253569,0.13118982370228885,0.2509996177939081,0.010366467949729497,0.05405534951389717,0.33283771374155463,0.041158958776336796,0.10001600698314804,0.0368927500638761
quality,0.22544757873522137,0.046112382582734486,0.1716358590983587,0.1084072904391543,0.07040759257055962,0.20057122170716152,0.1014143727253569,1.0,0.1593079642844804,0.06618962717246127,0.09845762248866585,0.2262609281745772,0.17552992475231075,0.2555993468791359,0.14851101557835938,0.1728964100050528
relator,0.05348771203483487,0.14139176675779358,0.14063101815465015,0.15728795670624324,0.22632550802891233,0.07170679892312427,0.13118982370228885,0.1593079642844804,1.0,0.23602102163330743,0.1604720119800752,0.14876322660934624,0.14803090966250132,0.035984421653869385,0.21561947221834307,0.13922578747578837
role,0.06463917075754586,0.06047621619573316,0.08846052552472343,0.14542833699336682,0.39607716848512553,0.09719276697062655,0.2509996177939081,0.06618962717246127,0.23602102163330743,1.0,0.014936340493314706,0.19213269607594052,0.054555603373036506,0.14326766276639594,0.014806791874248968,0.0467909103341562
roleMixin,0.24203240158063383,0.06099972939842175,0.07515518927681028,0.29180996791998215,0.2440042485699762,0.23066811973397353,0.010366467949729497,0.09845762248866585,0.1604720119800752,0.014936340493314706,1.0,0.14900705696440322,0.028318813369921578,0.3145961764519109,0.01767379501804351,0.14528803579960653
situation,0.18734694639031352,0.26693172089396455,0.17649550593016905,0.5248346223556764,0.22652385639370665,0.07712495119243426,0.05405534951389717,0.2262609281745772,0.14876322660934624,0.19213269607594052,0.14900705696440322,1.0,0.11259592764675329,0.1196504780391472,0.02091177034361818,0.1978277595881071
subkind,0.24467583522776076,0.1777672179180415,0.06421953040704553,0.03851727026945074,0.45716271912288103,0.146356355283676,0.33283771374155463,0.17552992475231075,0.14803090966250132,0.054555603373036506,0.028318813369921578,0.11259592764675329,1.0,0.02258815055945983,0.10419918014955463,0.0709743723694001
type,0.27770912495222577,0.02700592812902156,0.07908361101693301,0.3140447952537892,0.245771275052928,0.18821912162260676,0.041158958776336796,0.2555993468791359,0.035984421653869385,0.14326766276639594,0.3145961764519109,0.1196504780391472,0.02258815055945983,1.0,0.08583437367056913,0.1406945457441335
none,0.009700599940253284,0.11771875519809573,0.0627493300809311,0.11704940185156136,0.10064747127475726,0.0769095993353538,0.10001600698314804,0.14851101557835938,0.21561947221834307,0.014806791874248968,0.01767379501804351,0.02091177034361818,0.10419918014955463,0.08583437367056913,1.0,0.1136999944792134
other,0.07278055717367772,0.07164292064284175,0.012232296680598984,0.11113391173539011,0.023460101536763398,0.12802104783574886,0.0368927500638761,0.1728964100050528,0.13922578747578837,0.0467909103341562,0.14528803579960653,0.1978277595881071,0.0709743723694001,0.1406945457441335,0.1136999944792134,1.0
