Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
bringsAbout,0.006472491909385114,0.09821428571428571,0.09842732887711828,13,Q3
characterization,0.11326860841423948,0.5446428571428571,0.5562963414303863,2,Q1
comparative,0.0069703759024147376,0.044642857142857144,0.04518374524205043,15,Q3
componentOf,0.11077918844909136,0.3392857142857143,0.3569129088612608,4,Q1
creation,0.010704505850136919,0.13392857142857142,0.13435567978464316,10,Q1
derivation,0.04381379138660692,0.30357142857142855,0.3067169062190199,5,Q1
externalDependence,0.01817276574558128,0.1875,0.18837860657421737,8,Q1
historicalDependence,0.008712969878018421,0.125,0.12530329542392432,11,Q3
instantiation,0.01568334578043316,0.13392857142857142,0.134843722804462,9,Q1
manifestation,0.00846402788150361,0.10714285714285714,0.10747665609197916,12,Q3
material,0.13368185212845407,0.42857142857142855,0.44893686301778446,3,Q1
mediation,0.4324122479462285,0.6339285714285714,0.7673628775536252,1,Q1
memberOf,0.04232013940751805,0.23214285714285715,0.23596885455907257,6,Q1
participation,0.03634553149116256,0.22321428571428573,0.2261539630568385,7,Q1
participational,0.0022404779686333084,0.026785714285714284,0.02687925280441868,17,Q3
subCollectionOf,0.004729897933781429,0.03571428571428571,0.03602613132915637,16,Q3
subQuantityOf,0.0007468259895444362,0.017857142857142856,0.01787275300783478,18,Q3
termination,0.0007468259895444362,0.017857142857142856,0.01787275300783478,18,Q3
triggers,0.0037341299477221808,0.08035714285714286,0.0804438570347652,14,Q3
