year,category,period,predicted,a (quad),b (linear),intercept
2015,none (occurrence),2015-2018,-0.08780732617015019,-0.07526342212543113,303.73808389074105,-306445.8987479407
2016,none (occurrence),2015-2018,0.2634219769970514,-0.07526342212543113,303.73808389074105,-306445.8987479407
2017,none (occurrence),2015-2018,0.4641244359081611,-0.07526342212543113,303.73808389074105,-306445.8987479407
2018,none (occurrence),2015-2018,0.5143000505049713,-0.07526342212543113,303.73808389074105,-306445.8987479407
2015,none (model-wise),2015-2018,-0.05420054210117087,-0.06775067761788023,273.31978364592896,-275656.4232160312
2016,none (model-wise),2015-2018,0.16260162612888962,-0.06775067761788023,273.31978364592896,-275656.4232160312
2017,none (model-wise),2015-2018,0.24390243913512677,-0.06775067761788023,273.31978364592896,-275656.4232160312
2018,none (model-wise),2015-2018,0.18970189691754058,-0.06775067761788023,273.31978364592896,-275656.4232160312
2019,none (occurrence),2019-2024,0.6236112103797495,-0.07705540816965595,311.3902227420647,-314590.5754031513
2020,none (occurrence),2019-2024,0.7870403552660719,-0.07705540816965595,311.3902227420647,-314590.5754031513
2021,none (occurrence),2019-2024,0.7963586837868206,-0.07705540816965595,311.3902227420647,-314590.5754031513
2022,none (occurrence),2019-2024,0.6515661958255805,-0.07705540816965595,311.3902227420647,-314590.5754031513
2023,none (occurrence),2019-2024,0.3526628916733898,-0.07705540816965595,311.3902227420647,-314590.5754031513
2024,none (occurrence),2019-2024,-0.10035122890258208,-0.07705540816965595,311.3902227420647,-314590.5754031513
2019,none (model-wise),2019-2024,0.11130468457122333,-0.05565234224673077,224.9830623670515,-227381.65412116674
2020,none (model-wise),2019-2024,0.3145567170868162,-0.05565234224673077,224.9830623670515,-227381.65412116674
2021,none (model-wise),2019-2024,0.4065040650602896,-0.05565234224673077,224.9830623670515,-227381.65412116674
2022,none (model-wise),2019-2024,0.38714672860805877,-0.05565234224673077,224.9830623670515,-227381.65412116674
2023,none (model-wise),2019-2024,0.2564847076428123,-0.05565234224673077,224.9830623670515,-227381.65412116674
2024,none (model-wise),2019-2024,0.014518002164550126,-0.05565234224673077,224.9830623670515,-227381.65412116674
2015,other (occurrence),2015-2018,-0.04892122407909483,-0.13171098862426334,531.3233825002541,-535840.4158722864
2016,other (occurrence),2015-2018,0.34746613178867847,-0.13171098862426334,531.3233825002541,-535840.4158722864
2017,other (occurrence),2015-2018,0.4804315104847774,-0.13171098862426334,531.3233825002541,-535840.4158722864
2018,other (occurrence),2015-2018,0.349974911659956,-0.13171098862426334,531.3233825002541,-535840.4158722864
2015,other (model-wise),2015-2018,0.0,-3.058664432842306e-14,0.13550135513688502,-273.03523047663464
2016,other (model-wise),2015-2018,0.13550135501361638,-3.058664432842306e-14,0.13550135513688502,-273.03523047663464
2017,other (model-wise),2015-2018,0.27100271002711906,-3.058664432842306e-14,0.13550135513688502,-273.03523047663464
2018,other (model-wise),2015-2018,0.40650406504062175,-3.058664432842306e-14,0.13550135513688502,-273.03523047663464
2019,other (occurrence),2019-2024,0.27327790120398276,-0.005823955274710357,23.496075561007764,-23697.759132199888
2020,other (occurrence),2019-2024,0.24639810765438597,-0.005823955274710357,23.496075561007764,-23697.759132199888
2021,other (occurrence),2019-2024,0.2078704035593546,-0.005823955274710357,23.496075561007764,-23697.759132199888
2022,other (occurrence),2019-2024,0.15769478890797473,-0.005823955274710357,23.496075561007764,-23697.759132199888
2023,other (occurrence),2019-2024,0.09587126371116028,-0.005823955274710357,23.496075561007764,-23697.759132199888
2024,other (occurrence),2019-2024,0.02239982796527329,-0.005823955274710357,23.496075561007764,-23697.759132199888
2019,other (model-wise),2019-2024,0.20809136639581993,-0.03629500581305933,146.69037942754898,-148216.12178172663
2020,other (model-wise),2019-2024,0.3029423150001094,-0.03629500581305933,146.69037942754898,-148216.12178172663
2021,other (model-wise),2019-2024,0.32520325196674094,-0.03629500581305933,146.69037942754898,-148216.12178172663
2022,other (model-wise),2019-2024,0.27487417732481845,-0.03629500581305933,146.69037942754898,-148216.12178172663
2023,other (model-wise),2019-2024,0.1519550910743419,-0.03629500581305933,146.69037942754898,-148216.12178172663
2024,other (model-wise),2019-2024,-0.04355400687200017,-0.03629500581305933,146.69037942754898,-148216.12178172663
