construct,x_value,y_value,quadrant
bringsAbout,0.2479338842975206,0.0039893617021276,Q3
characterization,4.6115702479338845,0.0742021276595744,Q1
comparative,0.3057851239669421,0.0049202127659574,Q3
componentOf,4.553719008264463,0.0732712765957446,Q1
creation,0.4958677685950413,0.0079787234042553,Q3
derivation,1.8099173553719008,0.0291223404255319,Q1
externalDependence,0.6363636363636364,0.0102393617021276,Q1
historicalDependence,0.3636363636363636,0.0058510638297872,Q3
instantiation,0.5702479338842975,0.0091755319148936,Q1
manifestation,0.2809917355371901,0.0045212765957446,Q3
material,5.148760330578512,0.082845744680851,Q1
mediation,16.25619834710744,0.2615691489361702,Q1
memberOf,1.677685950413223,0.0269946808510638,Q1
participation,1.743801652892562,0.0280585106382978,Q1
participational,0.140495867768595,0.0022606382978723,Q3
subCollectionOf,0.2231404958677686,0.0035904255319148,Q3
subQuantityOf,0.1157024793388429,0.0018617021276595,Q3
termination,0.0413223140495867,0.0006648936170212,Q3
triggers,0.1322314049586777,0.002127659574468,Q3
other,4.388429752066116,0.0706117021276595,Q1
none,18.40495867768595,0.2961436170212766,Q1
