construct,x_value,y_value,quadrant
bringsAbout,0.0991735537190082,0.0195758564437194,Q3
characterization,0.5619834710743802,0.1109298531810766,Q1
comparative,0.0495867768595041,0.0097879282218597,Q3
componentOf,0.371900826446281,0.0734094616639478,Q1
creation,0.1487603305785124,0.0293637846655791,Q1
derivation,0.3223140495867768,0.0636215334420881,Q1
externalDependence,0.1818181818181818,0.0358890701468189,Q1
historicalDependence,0.1322314049586777,0.0261011419249592,Q3
instantiation,0.140495867768595,0.0277324632952691,Q3
manifestation,0.0991735537190082,0.0195758564437194,Q3
material,0.4462809917355372,0.0880913539967373,Q1
mediation,0.6363636363636364,0.1256117455138662,Q1
memberOf,0.256198347107438,0.0505709624796084,Q1
participation,0.2396694214876033,0.0473083197389885,Q1
participational,0.0330578512396694,0.0065252854812398,Q3
subCollectionOf,0.0495867768595041,0.0097879282218597,Q3
subQuantityOf,0.0330578512396694,0.0065252854812398,Q3
termination,0.024793388429752,0.0048939641109298,Q3
triggers,0.0826446280991735,0.0163132137030995,Q3
other,0.2892561983471074,0.0570962479608482,Q1
none,0.8677685950413223,0.1712887438825448,Q1
