Stereotype,category,collective,datatype,event,kind,mixin,mode,phase,quality,relator,role,roleMixin,situation,subkind,type,none,other
category,1.0,0.09239696149850864,0.09528121647838204,0.07339461896251281,-0.0036215485829451523,0.15572658906664155,0.33074008971422214,0.08018791932289179,0.1747270272709572,-0.00891752993778623,0.002969922937884881,0.269113602862547,0.15572658906664155,0.2701879129339911,0.25014279024707464,-0.012010699832268115,0.0914660987226572
collective,0.09239696149850864,1.0,0.14171004798750433,-0.08636565851785125,0.12408733626018596,0.13912822550384488,0.17567853863825209,0.27444441268405684,-0.0819058131072352,0.19948922502402347,0.0709238369857675,-0.00508033285399125,-0.2293735609657983,0.20402454818026824,0.07721437444282124,-0.11223544403769906,-0.05851591526751831
datatype,0.09528121647838204,0.14171004798750433,1.0,0.08632418718185444,0.12160296663155937,0.05152668077608448,0.02337992344382267,-0.01859241088828007,0.15985806826184146,-0.12687686162194622,-0.02873372591825102,-0.09189348958068376,0.22465632818372833,0.07688360943088367,0.1115789079704717,0.0057838295939179295,0.06467373091380957
event,0.07339461896251281,-0.08636565851785125,0.08632418718185444,1.0,-0.24671758189758447,-0.08223919396586149,0.1694107570138353,0.009634555216934666,0.10762440050012628,-0.13412463602715943,-0.12524921782015067,0.23809523809523808,0.528680532637681,0.0,0.28511240114923325,0.08092360371741153,0.17683305997508444
kind,-0.0036215485829451523,0.12408733626018596,0.12160296663155937,-0.24671758189758447,1.0,0.034782608695652174,0.05182779927418694,0.2709796148990201,0.030093209423844115,0.1732406248672225,0.47777984732195655,-0.1527299316508856,-0.20869565217391303,0.3759769881949877,-0.21102672654165872,-0.03771218767435206,0.024402003789286628
mixin,0.15572658906664155,0.13912822550384488,0.05152668077608448,-0.08223919396586149,0.034782608695652174,1.0,0.18223322970601213,0.2281933599149643,0.11860264890573857,0.04477004912299009,0.2709796148990201,0.1527299316508856,-0.034782608695652174,-0.014744195615489715,0.21102672654165872,0.09982637913799075,-0.08651619525292532
mode,0.33074008971422214,0.17567853863825209,0.02337992344382267,0.1694107570138353,0.05182779927418694,0.18223322970601213,1.0,0.10008633799403595,0.15826010648517555,0.18001294039540564,0.09186006363836176,0.27783364150268985,-0.05182779927418694,0.18142618682669215,0.26528454543757574,0.1121727761178043,-0.07890480449351253
phase,0.08018791932289179,0.27444441268405684,-0.01859241088828007,0.009634555216934666,0.2709796148990201,0.2281933599149643,0.10008633799403595,1.0,0.08564903274083731,0.07502542388247753,0.22807017543859648,0.04817277608467333,-0.07131042497342635,0.350646854219839,-0.03328012765961966,-0.056395618485338916,0.045480337488176543
quality,0.1747270272709572,-0.0819058131072352,0.15985806826184146,0.10762440050012628,0.030093209423844115,0.11860264890573857,0.15826010648517555,0.08564903274083731,1.0,0.17395690875657502,0.11758596020352241,0.031091493477814258,0.21773322112546037,0.10805404053377955,0.1883590068967117,0.08715805709978722,-0.16573578733482855
relator,-0.00891752993778623,0.19948922502402347,-0.12687686162194622,-0.13412463602715943,0.1732406248672225,0.04477004912299009,0.18001294039540564,0.07502542388247753,0.17395690875657502,1.0,0.14845456215043426,0.16042358426777892,-0.11873795636966936,0.1518226232564234,-0.06177327212695214,-0.19019064631655602,-0.1345735382553177
role,0.002969922937884881,0.0709238369857675,-0.02873372591825102,-0.12524921782015067,0.47777984732195655,0.2709796148990201,0.09186006363836176,0.22807017543859648,0.11758596020352241,0.14845456215043426,1.0,0.028903665650804,-0.17827606243356586,0.07254762501100116,-0.05990422978731538,0.005457640498581186,-0.045480337488176543
roleMixin,0.269113602862547,-0.00508033285399125,-0.09189348958068376,0.23809523809523808,-0.1527299316508856,0.1527299316508856,0.27783364150268985,0.04817277608467333,0.031091493477814258,0.16042358426777892,0.028903665650804,1.0,0.10573610652753619,0.0,0.28511240114923325,0.12887833184624797,-0.11089530879793431
situation,0.15572658906664155,-0.2293735609657983,0.22465632818372833,0.528680532637681,-0.20869565217391303,-0.034782608695652174,-0.05182779927418694,-0.07131042497342635,0.21773322112546037,-0.11873795636966936,-0.17827606243356586,0.10573610652753619,1.0,-0.11795356492391772,0.09739695071153479,-0.024402003789286628,0.22405476206526814
subkind,0.2701879129339911,0.20402454818026824,0.07688360943088367,0.0,0.3759769881949877,-0.014744195615489715,0.18142618682669215,0.350646854219839,0.10805404053377955,0.1518226232564234,0.07254762501100116,0.0,-0.11795356492391772,1.0,0.04128614119223852,-0.13541108886688508,0.07522838270382505
type,0.25014279024707464,0.07721437444282124,0.1115789079704717,0.28511240114923325,-0.21102672654165872,0.21102672654165872,0.26528454543757574,-0.03328012765961966,0.1883590068967117,-0.06177327212695214,-0.05990422978731538,0.28511240114923325,0.09739695071153479,0.04128614119223852,1.0,0.11181202667905951,-0.06211779259947751
none,-0.012010699832268115,-0.11223544403769906,0.0057838295939179295,0.08092360371741153,-0.03771218767435206,0.09982637913799075,0.1121727761178043,-0.056395618485338916,0.08715805709978722,-0.19019064631655602,0.005457640498581186,0.12887833184624797,-0.024402003789286628,-0.13541108886688508,0.11181202667905951,1.0,0.11262026032823995
other,0.0914660987226572,-0.05851591526751831,0.06467373091380957,0.17683305997508444,0.024402003789286628,-0.08651619525292532,-0.07890480449351253,0.045480337488176543,-0.16573578733482855,-0.1345735382553177,-0.045480337488176543,-0.11089530879793431,0.22405476206526814,0.07522838270382505,-0.06211779259947751,0.11262026032823995,1.0
