stereotype,total_correlation,rank
category,2.1468251772052276,5
collective,1.8790271192297179,9
event,1.9365763071431208,8
kind,2.785077840266655,1
mode,2.0729264865265487,6
phase,1.697050012404873,11
quality,1.4069570446427297,13
relator,2.3982628588078296,3
role,1.81128277096499,10
roleMixin,2.054443254311621,7
subkind,2.5448504035638813,2
type,2.1899117087562288,4
none,1.4604437066279226,12
other,0.8585322300849261,14
