stereotype,total_correlation,rank
category,2.1063363402856488,7
collective,1.9734292965446627,9
event,2.1696297921723153,6
kind,2.6624788325271456,1
mode,2.2448071096463904,4
phase,1.831290346464941,11
quality,1.680152157705994,12
relator,2.2347526734736247,5
role,1.8808920547709478,10
roleMixin,2.0705037689916557,8
subkind,2.3533141679723792,2
type,2.2697159609628,3
none,1.3847558809769502,13
other,1.1563574283668345,14
