Stereotype,bringsAbout,characterization,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation
bringsAbout,1.0,0.24569150414136331,0.08226237563814484,0.0913981581919513,-0.04305875228154965,0.1554019664807043,0.3660793180287147,0.24093435341777925,0.3061191514760945,0.19495240278189752,-0.2432993551684395,-0.0968247038989658,0.47609087937905387
characterization,0.24569150414136331,1.0,0.20965017448956616,0.10477268925688224,-0.1371283923734197,0.3548566313252014,0.19247996372522763,0.26384708001930407,0.34730604239724755,0.16647466969308988,0.13393191577354036,0.008420356036680215,0.254955405221753
componentOf,0.08226237563814484,0.20965017448956616,1.0,0.02644022982794573,-0.13313837269562095,0.06782762196448706,0.11295366753030359,0.2537796029496442,0.2381211006610602,0.2707884950343082,0.23793875552413443,0.27734470787231474,-0.015302461972565249
creation,0.0913981581919513,0.10477268925688224,0.02644022982794573,1.0,0.002347407581818618,0.1547148432783605,0.2833418093620491,0.327347408392681,0.3665402093578351,-0.05467231625026569,0.1511555980647482,0.17115500675752623,0.6638015139246407
derivation,-0.04305875228154965,-0.1371283923734197,-0.13313837269562095,0.002347407581818618,1.0,-0.12219986586067243,-0.1638566224840798,-0.20896435080891101,-0.22405009543570004,0.31925226993653216,0.25886891819085606,0.13799569160586173,-0.1291592706672693
externalDependence,0.1554019664807043,0.3548566313252014,0.06782762196448706,0.1547148432783605,-0.12219986586067243,1.0,0.30427195361527726,0.4879559211075103,0.4027199085562194,-0.27714450521670797,0.02524918903077046,0.13116015075602636,0.21197088759849297
historicalDependence,0.3660793180287147,0.19247996372522763,0.11295366753030359,0.2833418093620491,-0.1638566224840798,0.30427195361527726,1.0,0.5309230122773086,0.5094567662487349,0.0079019228231759,0.018272183934915656,0.12631945104339476,0.51894490519652
instantiation,0.24093435341777925,0.26384708001930407,0.2537796029496442,0.327347408392681,-0.20896435080891101,0.4879559211075103,0.5309230122773086,1.0,0.7687386033715051,-0.15147054647215738,0.014744858575761412,0.0346992904743577,0.45702501486264063
manifestation,0.3061191514760945,0.34730604239724755,0.2381211006610602,0.3665402093578351,-0.22405009543570004,0.4027199085562194,0.5094567662487349,0.7687386033715051,1.0,-0.10329176943325476,-0.015406464575410813,0.06134954669300893,0.5341837471037882
material,0.19495240278189752,0.16647466969308988,0.2707884950343082,-0.05467231625026569,0.31925226993653216,-0.27714450521670797,0.0079019228231759,-0.15147054647215738,-0.10329176943325476,1.0,0.2856122887742831,0.21573959362261702,-0.06644067076105245
mediation,-0.2432993551684395,0.13393191577354036,0.23793875552413443,0.1511555980647482,0.25886891819085606,0.02524918903077046,0.018272183934915656,0.014744858575761412,-0.015406464575410813,0.2856122887742831,1.0,0.334145363755673,-0.05970383034561561
memberOf,-0.0968247038989658,0.008420356036680215,0.27734470787231474,0.17115500675752623,0.13799569160586173,0.13116015075602636,0.12631945104339476,0.0346992904743577,0.06134954669300893,0.21573959362261702,0.334145363755673,1.0,0.12657711039706437
participation,0.47609087937905387,0.254955405221753,-0.015302461972565249,0.6638015139246407,-0.1291592706672693,0.21197088759849297,0.51894490519652,0.45702501486264063,0.5341837471037882,-0.06644067076105245,-0.05970383034561561,0.12657711039706437,1.0
