Stereotype,category,collective,datatype,event,kind,mixin,mode,phase,phaseMixin,quality,relator,role,roleMixin,situation,subkind,type,bringsAbout,characterization,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,triggers
category,1.0,0.029413565187332777,0.14997428340994734,0.05669773329351241,-0.08801668681961315,0.1097444628715324,0.2541519834335276,-0.05336829436153786,0.2304170263526168,0.2366514085294431,-0.059314025937820425,-0.059863701139317285,0.18452775193025514,0.24410766142466192,0.13204231533889618,0.2036448223865168,0.2616712310853364,0.30072610314834824,0.3663101604278075,-0.03542517379650971,-0.11230255084809507,0.09867776708008416,0.1496526135717179,0.16827847298210735,0.1097444628715324,-0.015879317608756275,-0.12412914500946672,-0.0592090923455563,0.059863701139317285,0.03927562949192332
collective,0.029413565187332777,1.0,0.06077373672730694,0.055110707513555186,0.1354864631242362,0.025556978646897693,0.03927562949192332,0.3517112109027646,0.10453025125088636,-0.07260617021627111,0.22626815908496908,0.04592292716443521,-0.025661707204758445,-0.2786717339183397,0.28016337905446725,0.00420964016902268,-0.2279211529192759,0.10912065774162695,0.24764324238367275,0.023705300073958654,0.005560706744010878,-0.03232323232323232,0.1490755420030973,0.04423360855846663,0.025556978646897693,0.05516311153016912,0.25117029551160486,0.6900442935120794,0.02249286228462133,-0.2006980824017018
datatype,0.14997428340994734,0.06077373672730694,1.0,0.08563785744611009,0.03099006540266517,-0.14147971940609816,-0.05963271277766141,-0.019312567852757145,0.11796629683136625,0.1507583115457563,-0.09980839117598053,-0.044919039744087064,-0.06497094252871939,0.22553892069666878,0.04778260585100148,0.09980839117598053,0.15753283246354793,-0.0478215965877796,0.13255791501395348,-0.03955709590666522,-0.040639309523345386,-0.014420886681055884,0.2518221678550714,0.060895508588100576,-0.14147971940609816,0.016331598467575006,-0.044919039744087064,0.060895508588100576,0.11468690998490313,0.11796629683136625
event,0.05669773329351241,0.055110707513555186,0.08563785744611009,1.0,-0.198482094646197,-0.15176909315787326,0.14512508966242518,0.04529812543430685,-0.0543155118283426,0.11515151515151516,-0.051039174580310834,-0.09496202694374643,0.19234987159632905,0.536304001977644,-0.05917770816372139,0.31717201346336016,0.4386344633065127,0.1827545060625483,-0.05669773329351241,0.5598925109558544,0.06741998624632421,0.31054446297320776,0.3685847268331948,0.32657082977567253,0.3868003971454131,-0.006164213669280095,-0.09496202694374643,0.11683765757370101,0.6874601437722497,0.38624363966821407
kind,-0.08801668681961315,0.1354864631242362,0.03099006540266517,-0.198482094646197,1.0,0.05644679160957225,0.052516914298519596,0.3052338478336799,-0.115311332039411,0.12172106356755727,0.27044949022201503,0.5016590831917551,-0.153078414897136,-0.2107090987628963,0.46990278285718545,-0.3667558940571716,-0.3047619047619048,-0.05765528236858398,0.08801668681961315,-0.0932007033244074,0.2788285922710095,-0.3266869858509621,-0.4393727723112039,-0.3119049159319189,-0.2776571911605986,0.24202716958748688,0.3301316214915297,0.19407416991319398,-0.3301316214915297,-0.24285265384057772
mixin,0.1097444628715324,0.025556978646897693,-0.14147971940609816,-0.15176909315787326,0.05644679160957225,1.0,0.06730014882714846,0.1532025970508513,-0.025188215477923954,0.07904640268639232,0.03803922395418824,0.20325039468018608,0.11514278057926748,-0.1079202164955997,-0.08468127268702454,0.05452288766766981,-0.05644679160957225,0.08475037283664114,0.05715857441225646,-0.11943620999652566,-0.0502477553154152,-0.06328394712565143,0.10420153187480509,0.08660264286683926,0.250733137829912,0.12756438419489274,0.20325039468018608,-0.010658786814380218,-0.03839174121736848,-0.025188215477923954
mode,0.2541519834335276,0.03927562949192332,-0.05963271277766141,0.14512508966242518,0.052516914298519596,0.06730014882714846,1.0,0.02415622876811428,0.19991006215410542,0.2554806265932276,0.16277355542547303,0.10122536019104245,0.16897624559750224,-0.03630962895541186,0.08097417620232503,0.23552151315752803,0.10722203335947751,0.5446839970616736,0.2246375595509244,0.06889700311977502,0.048048056714022326,0.3578446242597458,0.06784690285957508,0.17294849581393543,0.2208286133390809,0.13991822554907393,0.21945658089418002,0.17294849581393543,0.01700586051209513,0.024085549657121133
phase,-0.05336829436153786,0.3517112109027646,-0.019312567852757145,0.04529812543430685,0.3052338478336799,0.1532025970508513,0.02415622876811428,1.0,0.18540600608604457,0.04529812543430685,0.06295302240270342,0.2142053172645568,-0.06320251114885667,-0.08490780809508193,0.34338592604522516,-0.13154362890117136,-0.05765528236858398,-0.05958132045088567,0.17704719875494304,-0.1087071273118003,0.007446943359181241,-0.17495378183368288,-0.05994375055778867,-0.08490780809508193,-0.08475037283664114,0.0738748842534832,0.15312333226333552,0.2033838193905451,-0.09204134726211424,-0.26877649204419884
phaseMixin,0.2304170263526168,0.10453025125088636,0.11796629683136625,-0.0543155118283426,-0.115311332039411,-0.025188215477923954,0.19991006215410542,0.18540600608604457,1.0,0.12190814877028006,-0.02613806382589961,-0.13966036203020538,0.33088171181747916,-0.05950766528442286,0.018857036045412785,0.34415117370767817,-0.012229989761755712,0.08710349279210147,0.2474364657991169,0.03865556717425342,-0.058823721796096275,0.10453025125088636,0.18057135924363174,0.38603690556305087,-0.025188215477923954,0.0736587325025671,-0.045260302509788776,-0.05950766528442286,-0.04913975701062781,-0.12307692307692308
quality,0.2366514085294431,-0.07260617021627111,0.1507583115457563,0.11515151515151516,0.12172106356755727,0.07904640268639232,0.2554806265932276,0.04529812543430685,0.12190814877028006,1.0,0.2150936643027385,0.1420372197876549,0.024522692793157486,0.1867487149743582,0.18767787446208783,0.1841055940218355,0.198482094646197,0.524833453307831,0.06327138353044139,-0.05318978854080616,-0.10835354932444963,0.11896914637846834,0.08081269411850796,0.1867487149743582,0.1559849013011475,0.05008423606290077,0.08278740810480457,-0.16280657202892765,0.15421183862659676,0.12190814877028006
relator,-0.059314025937820425,0.22626815908496908,-0.09980839117598053,-0.051039174580310834,0.27044949022201503,0.03803922395418824,0.16277355542547303,0.06295302240270342,-0.02613806382589961,0.2150936643027385,1.0,0.13963352382703062,0.10602433716236774,-0.1624544715704938,0.26850574048109455,-0.19956140350877194,-0.17414308638685846,0.21140940359116822,0.13147942416216862,-0.058377608294892504,0.3003027498313521,-0.00420964016902268,-0.01304211317806082,-0.1624544715704938,-0.14708499928952787,0.2947843095276708,0.7098851176381208,0.25808369951624544,-0.06835207460064437,-0.02613806382589961
role,-0.059863701139317285,0.04592292716443521,-0.044919039744087064,-0.09496202694374643,0.5016590831917551,0.20325039468018608,0.10122536019104245,0.2142053172645568,-0.13966036203020538,0.1420372197876549,0.13963352382703062,1.0,0.027093815217750148,-0.19392011513454485,0.04619216557802341,-0.21091497305341692,-0.3301316214915297,-0.030959362260892975,-0.004401742730832153,-0.09297675871511878,0.16080110376456316,-0.02249286228462133,-0.3009183269009765,-0.26882047706481876,-0.12646691224544912,0.008255164705180833,0.17478260869565218,0.1056813325865509,-0.3017391304347826,-0.23406042155062196
roleMixin,0.18452775193025514,-0.025661707204758445,-0.06497094252871939,0.19234987159632905,-0.153078414897136,0.11514278057926748,0.16897624559750224,-0.06320251114885667,0.33088171181747916,0.024522692793157486,0.10602433716236774,0.027093815217750148,1.0,0.15887624588013344,-0.11117203731578339,0.2977900948125633,0.153078414897136,0.12087480257218838,0.11886247083795713,0.26430388683467954,0.06738753592386822,0.36191856023262775,0.19340138213931393,0.3003148550173254,0.1929707711559946,0.004676608966934576,0.14696342193870535,0.08815694131153747,0.15271059486368266,0.1526207157829701
situation,0.24410766142466192,-0.2786717339183397,0.22553892069666878,0.536304001977644,-0.2107090987628963,-0.1079202164955997,-0.03630962895541186,-0.08490780809508193,-0.05950766528442286,0.1867487149743582,-0.1624544715704938,-0.19392011513454485,0.15887624588013344,1.0,-0.0908397581771155,0.07834683735314595,0.8178840017770318,0.1569807149664887,-0.016620096096998258,0.09673067145044599,0.10349193027172837,0.04423360855846663,0.22798893229746853,0.1162227602905569,0.18386407254805875,0.1733822527619318,-0.19392011513454485,-0.14891041162227603,0.4935215628556406,0.6088091909867878
subkind,0.13204231533889618,0.28016337905446725,0.04778260585100148,-0.05917770816372139,0.46990278285718545,-0.08468127268702454,0.08097417620232503,0.34338592604522516,0.018857036045412785,0.18767787446208783,0.26850574048109455,0.04619216557802341,-0.11117203731578339,-0.0908397581771155,1.0,-0.12001392945745894,-0.023250398110121157,0.03834766686799469,0.2026482756242782,-0.14370322921626646,-0.027765474535430525,-0.1474030321854514,-0.11547529093132822,-0.0908397581771155,-0.08468127268702454,0.05932951811203394,0.11231036336617456,0.29923685046579224,-0.1784285611543257,-0.07946893761995388
type,0.2036448223865168,0.00420964016902268,0.09980839117598053,0.31717201346336016,-0.3667558940571716,0.05452288766766981,0.23552151315752803,-0.13154362890117136,0.34415117370767817,0.1841055940218355,-0.19956140350877194,-0.21091497305341692,0.2977900948125633,0.07834683735314595,-0.12001392945745894,1.0,0.17414308638685846,0.2687248418981072,0.2293475669595723,0.304237150921459,-0.22981367993524693,0.5419911717616701,0.4458031413591699,0.9194231795266244,0.7024576690206761,-0.22711369759207345,-0.13963352382703062,-0.005760796864201907,0.3534778715061894,0.13214243378649246
bringsAbout,0.2616712310853364,-0.2279211529192759,0.15753283246354793,0.4386344633065127,-0.3047619047619048,-0.05644679160957225,0.10722203335947751,-0.05765528236858398,-0.012229989761755712,0.198482094646197,-0.17414308638685846,-0.3301316214915297,0.153078414897136,0.8178840017770318,-0.023250398110121157,0.17414308638685846,1.0,0.22270765934531458,0.08563785744611009,0.0932007033244074,-0.02439750182371333,0.14181760626088277,0.33523571913354844,0.2107090987628963,0.2776571911605986,0.1650692216541385,-0.244367890641417,-0.0928783527441714,0.5016590831917551,0.6254766192440779
characterization,0.30072610314834824,0.10912065774162695,-0.0478215965877796,0.1827545060625483,-0.05765528236858398,0.08475037283664114,0.5446839970616736,-0.05958132045088567,0.08710349279210147,0.524833453307831,0.21140940359116822,-0.030959362260892975,0.12087480257218838,0.1569807149664887,0.03834766686799469,0.2687248418981072,0.22270765934531458,1.0,0.31766841881867774,0.03848039904842488,-0.06784992838365131,0.30662003001779475,0.13411144192590008,0.22905362183789546,0.24338568609496944,0.21606417760158525,0.21336857774399212,0.08490780809508193,0.2142053172645568,0.26877649204419884
componentOf,0.3663101604278075,0.24764324238367275,0.13255791501395348,-0.05669773329351241,0.08801668681961315,0.05715857441225646,0.2246375595509244,0.17704719875494304,0.2474364657991169,0.06327138353044139,0.13147942416216862,-0.004401742730832153,0.11886247083795713,-0.016620096096998258,0.2026482756242782,0.2293475669595723,0.08563785744611009,0.31766841881867774,1.0,0.03542517379650971,-0.14190167277705035,0.0398506367054186,0.16247998044929374,0.28669665767321995,0.30751313033793976,0.1989093468886312,0.12412914500946672,0.28669665767321995,0.004401742730832153,-0.13484632792227005
creation,-0.03542517379650971,0.023705300073958654,-0.03955709590666522,0.5598925109558544,-0.0932007033244074,-0.11943620999652566,0.06889700311977502,-0.1087071273118003,0.03865556717425342,-0.05318978854080616,-0.058377608294892504,-0.09297675871511878,0.26430388683467954,0.09673067145044599,-0.14370322921626646,0.304237150921459,0.0932007033244074,0.03848039904842488,0.03542517379650971,1.0,0.004943183324627379,0.1810222914738661,0.29498460149533806,0.35507234276322247,0.35441397096795113,-0.06643746858521142,0.052986754966680594,0.18284456188803816,0.6768308134423162,-0.06987737143038118
derivation,-0.11230255084809507,0.005560706744010878,-0.040639309523345386,0.06741998624632421,0.2788285922710095,-0.0502477553154152,0.048048056714022326,0.007446943359181241,-0.058823721796096275,-0.10835354932444963,0.3003027498313521,0.16080110376456316,0.06738753592386822,0.10349193027172837,-0.027765474535430525,-0.22981367993524693,-0.02439750182371333,-0.06784992838365131,-0.14190167277705035,0.004943183324627379,1.0,-0.1297498240269205,-0.17332337048210342,-0.19277908580027833,-0.21327380589431782,0.4449052230017133,0.4118915973434532,0.17755968428973004,-0.09802848036984065,0.12787765607847015
externalDependence,0.09867776708008416,-0.03232323232323232,-0.014420886681055884,0.31054446297320776,-0.3266869858509621,-0.06328394712565143,0.3578446242597458,-0.17495378183368288,0.10453025125088636,0.11896914637846834,-0.00420964016902268,-0.02249286228462133,0.36191856023262775,0.04423360855846663,-0.1474030321854514,0.5419911717616701,0.14181760626088277,0.30662003001779475,0.0398506367054186,0.1810222914738661,-0.1297498240269205,1.0,0.3152208025561676,0.5285916222736762,0.38092068173709415,-0.2695874644135684,-0.02249286228462133,0.12495994417766822,0.22774023063179097,0.20627302913508241
