Stereotype,category,datatype,event,kind,mode,phase,quality,relator,role,roleMixin,situation,subkind,type,characterization,componentOf,derivation,externalDependence,instantiation,material,mediation,participation
category,1.0,0.15586500684013443,0.08716082148216785,0.05781806759421862,0.24047572337109388,0.1127496030810811,0.2539175620205927,0.0950848351500779,0.11136486019143717,0.19848436693379035,0.25736414943522323,0.1037979183448657,0.27217668879685286,0.34219689254027374,0.3074084389839918,0.13189696058120448,0.12227814051542327,0.22141343188924476,0.032620152612219296,0.128167060601269,0.10458771320114357
datatype,0.15586500684013443,1.0,0.08671804446008556,0.03501458873425179,0.06261450128640868,0.03649975455549569,0.1275221998618034,0.09235715762014102,0.10539548695428624,0.05420113116972793,0.19890155324077338,0.018481639934323994,0.10656987242468625,0.07067711269284847,0.1472556654490532,0.043734109703714864,0.02562653576494101,0.07402533901017563,0.031014631950096117,0.0346998071174818,0.09477466191572982
event,0.08716082148216785,0.08671804446008556,1.0,0.20334989751529284,0.14172193528120186,0.042806591682591516,0.15568469698915963,0.05290835987070153,0.12982979041195647,0.21772848832842406,0.5280398976167476,0.037381417252914904,0.3401278266985656,0.22500554165902623,0.03859151763145779,0.029947186253436786,0.30354117776146905,0.34973274602652066,0.017341134971900898,0.05558845156185671,0.7204814774513523
kind,0.05781806759421862,0.03501458873425179,0.20334989751529284,1.0,0.031015521304203823,0.2876508687612388,0.15064796922232648,0.3296467331811364,0.37565778677687645,0.2010786724210026,0.21864454110969314,0.5050135883179341,0.3264945730925248,0.0508739372965074,0.18172607305074856,0.13155731559091383,0.2958624710000795,0.2646685776234829,0.2386694310070531,0.2882975536720061,0.28685781335906474
mode,0.24047572337109388,0.06261450128640868,0.14172193528120186,0.031015521304203823,1.0,0.03579947017231941,0.24193550566844063,0.08232663216067072,0.08908351006635833,0.1189651996262732,0.05295456436519124,0.09475488407428306,0.2418288521474111,0.559771951867562,0.22210365464880924,0.033753586498864306,0.37826970450544045,0.19213262333835063,0.13680483397732793,0.1489280257260152,0.020491868867959905
phase,0.1127496030810811,0.03649975455549569,0.042806591682591516,0.2876508687612388,0.03579947017231941,1.0,0.06253688785394905,0.1265062806668662,0.27134470817751566,0.07050135844311493,0.10338546638674537,0.31612822768363424,0.12744572234636029,0.04325344148184206,0.14524826153522374,0.015344750996757379,0.1694261197430179,0.07817643739913505,0.08432992008446104,0.22373956191750538,0.10325203629217167
quality,0.2539175620205927,0.1275221998618034,0.15568469698915963,0.15064796922232648,0.24193550566844063,0.06253688785394905,1.0,0.20829147095496667,0.07494438532748335,0.017151082625929244,0.17593141180300415,0.2625577518127862,0.15178040284649916,0.5722589000745135,0.08820632992936595,0.14140207431633342,0.07478514358385258,0.16697013656651166,0.06860712238472824,0.10144371845973606,0.19058609652985503
relator,0.0950848351500779,0.09235715762014102,0.05290835987070153,0.3296467331811364,0.08232663216067072,0.1265062806668662,0.20829147095496667,1.0,0.22451569601402865,0.09706703797062702,0.19097896156253505,0.32074309338815704,0.048144504661611166,0.18749700888423898,0.21229273613910699,0.19135845782725822,0.013069823878408056,0.050249719082726185,0.23473262254563543,0.7393332508673317,0.047243444415687896
role,0.11136486019143717,0.10539548695428624,0.12982979041195647,0.37565778677687645,0.08908351006635833,0.27134470817751566,0.07494438532748335,0.22451569601402865,1.0,0.013008431744119914,0.22373358231087392,0.0688438102878149,0.2240929296611231,0.02560959011405252,0.017872919197626885,0.18199378558975662,0.03945558435168613,0.24357751892247817,0.008065619913923825,0.2802652040469853,0.3105902959696808
roleMixin,0.19848436693379035,0.05420113116972793,0.21772848832842406,0.2010786724210026,0.1189651996262732,0.07050135844311493,0.017151082625929244,0.09706703797062702,0.013008431744119914,1.0,0.1846289496742996,0.14084736604615133,0.34312611820280625,0.14467572486589214,0.08628127145332785,0.06310546726039724,0.3824909190538047,0.355072242539647,0.012814560717430026,0.13743644696662644,0.17643890466313433
