Stereotype,category,datatype,event,kind,mode,phase,quality,relator,role,roleMixin,situation,subkind,type,characterization,componentOf,derivation,externalDependence,instantiation,material,mediation,participation
situation,0.25736414943522323,0.19890155324077338,0.5280398976167476,0.21864454110969314,0.05295456436519124,0.10338546638674537,0.17593141180300415,0.19097896156253505,0.22373358231087392,0.1846289496742996,1.0,0.08204816177947181,0.10715453473768113,0.16447225499462456,0.007304501789021423,0.09016416776006345,0.04525690472004334,0.1383300298905421,0.15527766354559855,0.20718115478587124,0.485783098845882
subkind,0.1037979183448657,0.018481639934323994,0.037381417252914904,0.5050135883179341,0.09475488407428306,0.31612822768363424,0.2625577518127862,0.32074309338815704,0.0688438102878149,0.14084736604615133,0.08204816177947181,1.0,0.10943341295735148,0.08301597870101304,0.24055881896973338,0.05521353965070709,0.09617323933890103,0.0758442947304214,0.10565366204894862,0.1766053472507558,0.11753758477834479
type,0.27217668879685286,0.10656987242468625,0.3401278266985656,0.3264945730925248,0.2418288521474111,0.12744572234636029,0.15178040284649916,0.048144504661611166,0.2240929296611231,0.34312611820280625,0.10715453473768113,0.10943341295735148,1.0,0.2651086303233724,0.2186091881336571,0.23653710553665913,0.5250728743222601,0.93067352284625,0.215343723041535,0.04138933362777991,0.38504457068184306
characterization,0.34219689254027374,0.07067711269284847,0.22500554165902623,0.0508739372965074,0.559771951867562,0.04325344148184206,0.5722589000745135,0.18749700888423898,0.02560959011405252,0.14467572486589214,0.16447225499462456,0.08301597870101304,0.2651086303233724,1.0,0.25806828444262647,0.09645803026136167,0.32985777381918224,0.24583557368650824,0.189655510330528,0.16904692361332238,0.2336938241884865
componentOf,0.3074084389839918,0.1472556654490532,0.03859151763145779,0.18172607305074856,0.22210365464880924,0.14524826153522374,0.08820632992936595,0.21229273613910699,0.017872919197626885,0.08628127145332785,0.007304501789021423,0.24055881896973338,0.2186091881336571,0.25806828444262647,1.0,0.13745020115053663,0.0519901329244237,0.26973647130356665,0.2320826634891749,0.1718578898038357,0.008207161552666946
derivation,0.13189696058120448,0.043734109703714864,0.029947186253436786,0.13155731559091383,0.033753586498864306,0.015344750996757379,0.14140207431633342,0.19135845782725822,0.18199378558975662,0.06310546726039724,0.09016416776006345,0.05521353965070709,0.23653710553665913,0.09645803026136167,0.13745020115053663,1.0,0.1259182714761267,0.2007086358724769,0.3768779674508925,0.32653626477958525,0.11252238456942397
externalDependence,0.12227814051542327,0.02562653576494101,0.30354117776146905,0.2958624710000795,0.37826970450544045,0.1694261197430179,0.07478514358385258,0.013069823878408056,0.03945558435168613,0.3824909190538047,0.04525690472004334,0.09617323933890103,0.5250728743222601,0.32985777381918224,0.0519901329244237,0.1259182714761267,1.0,0.5078675141572503,0.27333986982788533,0.02383120919440496,0.21971412978892876
instantiation,0.22141343188924476,0.07402533901017563,0.34973274602652066,0.2646685776234829,0.19213262333835063,0.07817643739913505,0.16697013656651166,0.050249719082726185,0.24357751892247817,0.355072242539647,0.1383300298905421,0.0758442947304214,0.93067352284625,0.24583557368650824,0.26973647130356665,0.2007086358724769,0.5078675141572503,1.0,0.16610290156056337,0.04189187783710586,0.43740182964264357
material,0.032620152612219296,0.031014631950096117,0.017341134971900898,0.2386694310070531,0.13680483397732793,0.08432992008446104,0.06860712238472824,0.23473262254563543,0.008065619913923825,0.012814560717430026,0.15527766354559855,0.10565366204894862,0.215343723041535,0.189655510330528,0.2320826634891749,0.3768779674508925,0.27333986982788533,0.16610290156056337,1.0,0.32500521004648664,0.06747127571135732
mediation,0.128167060601269,0.0346998071174818,0.05558845156185671,0.2882975536720061,0.1489280257260152,0.22373956191750538,0.10144371845973606,0.7393332508673317,0.2802652040469853,0.13743644696662644,0.20718115478587124,0.1766053472507558,0.04138933362777991,0.16904692361332238,0.1718578898038357,0.32653626477958525,0.02383120919440496,0.04189187783710586,0.32500521004648664,1.0,0.05343594840317549
participation,0.10458771320114357,0.09477466191572982,0.7204814774513523,0.28685781335906474,0.020491868867959905,0.10325203629217167,0.19058609652985503,0.047243444415687896,0.3105902959696808,0.17643890466313433,0.485783098845882,0.11753758477834479,0.38504457068184306,0.2336938241884865,0.008207161552666946,0.11252238456942397,0.21971412978892876,0.43740182964264357,0.06747127571135732,0.05343594840317549,1.0
