stereotype,total_correlation,rank
category,3.4628723253104794,2
collective,2.8435146083466813,8
event,2.126829112202457,11
kind,3.1312328885500875,5
mixin,3.8322252597350586,1
mode,3.370212200309573,4
phase,2.7483846701970696,9
relator,2.2313820235522335,10
role,3.033527021118703,6
subkind,2.96959998713619,7
type,3.4060525971317683,3
