stereotype,total_correlation,rank
category,4.179930540502562,1
collective,2.7664669513143725,9
event,1.6851382220288524,11
kind,3.3873997496744694,5
mixin,3.5466290601784998,3
mode,3.258238797856202,6
phase,2.660454101740144,10
relator,2.982401454418056,8
role,3.4852612918893175,4
subkind,3.0792244377896907,7
type,3.5902223130288338,2
