Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
abstract,1,0.008264462809917356,1,0.008264462809917356,9.78952520802741e-05,0.0011547344110854503
category,582,4.809917355371901,86,0.7107438016528925,0.05697503671071953,0.09930715935334873
collective,132,1.0909090909090908,35,0.2892561983471074,0.012922173274596183,0.04041570438799076
datatype,88,0.7272727272727273,26,0.21487603305785125,0.00861478218306412,0.03002309468822171
enumeration,63,0.5206611570247934,8,0.06611570247933884,0.006167400881057269,0.009237875288683603
event,474,3.9173553719008263,53,0.4380165289256198,0.046402349486049925,0.061200923787528866
historicalRole,23,0.19008264462809918,4,0.03305785123966942,0.0022515907978463046,0.004618937644341801
historicalRoleMixin,9,0.0743801652892562,3,0.024793388429752067,0.000881057268722467,0.003464203233256351
kind,1586,13.107438016528926,101,0.8347107438016529,0.15526186979931472,0.11662817551963048
mixin,84,0.6942148760330579,22,0.18181818181818182,0.008223201174743025,0.025404157043879907
mode,543,4.487603305785124,58,0.4793388429752066,0.05315712187958884,0.06697459584295612
phase,332,2.743801652892562,41,0.33884297520661155,0.032501223690651004,0.04734411085450346
phaseMixin,20,0.1652892561983471,8,0.06611570247933884,0.0019579050416054823,0.009237875288683603
quality,251,2.074380165289256,44,0.36363636363636365,0.0245717082721488,0.050808314087759814
quantity,44,0.36363636363636365,12,0.09917355371900827,0.00430739109153206,0.013856812933025405
relator,1247,10.305785123966942,91,0.7520661157024794,0.12207537934410181,0.10508083140877598
role,1845,15.24793388429752,84,0.6942148760330579,0.18061674008810572,0.09699769053117784
roleMixin,576,4.760330578512397,54,0.4462809917355372,0.05638766519823789,0.06235565819861432
situation,79,0.6528925619834711,21,0.17355371900826447,0.0077337249143416545,0.02424942263279446
subkind,2023,16.71900826446281,88,0.7272727272727273,0.1980420949583945,0.10161662817551963
type,213,1.7603305785123966,26,0.21487603305785125,0.020851688693098384,0.03002309468822171
