stereotype,total_correlation,rank
category,2.169519391470038,5
collective,1.994572074134835,11
datatype,1.3851335905924098,15
event,2.2905180442257653,3
kind,2.5071860098588177,2
mixin,1.4337901225913616,14
mode,2.6380127257036965,1
phase,2.04339081246115,9
quality,1.8108064758443976,12
relator,1.6274870441253864,13
role,2.036409028272384,10
roleMixin,2.0582043498670033,8
situation,2.2592831278596175,4
subkind,2.163642022132428,6
type,2.150601828420349,7
