stereotype,total_correlation,rank
category,2.193825595681356,5
collective,1.833773529870502,10
event,1.7801456900558086,11
kind,2.8847705623416946,1
mode,2.5477944750316492,3
phase,1.982065487193116,9
quality,1.5354378220127458,12
relator,2.196757277609637,4
role,2.1487103796329414,6
roleMixin,1.9979551700233813,8
subkind,2.722657676039856,2
type,2.112296061649674,7
