stereotype,total_correlation,rank
category,2.181638643619518,4
collective,1.9124835876334634,10
event,2.019271112164871,8
kind,2.6893598486546293,1
mode,2.5925111856289185,2
phase,2.0124945729682717,9
quality,1.667447375888396,12
relator,1.8908183435745063,11
role,2.0918062090516663,6
roleMixin,2.027856016037971,7
subkind,2.4271086831374595,3
type,2.1313628908163182,5
