Stereotype,category,collective,datatype,enumeration,event,kind,mode,phase,quality,relator,role,roleMixin,situation,subkind,type,none,other
category,1.0,0.05249820470693736,0.11818642630580857,-0.11917536900845564,0.14123416092546398,0.11460002956368016,0.2640601200645892,-0.07217729178324363,0.23432518185778609,-0.10564949382505191,-0.13353461812435893,0.24886833954230372,0.18615753257402295,0.2086800346006988,0.3501107771279238,0.06128404337228863,-0.07719025260264005
collective,0.05249820470693736,1.0,0.1260074215411692,0.007153381449402003,-0.07520527453996799,0.19875973257700671,0.1222038129101584,0.22864000258676623,-0.0614983558595,0.11587110777861212,0.030330927816382098,-0.07506117872624954,-0.2554450984983756,0.14304771948036213,0.022501927307365263,-0.1473495489157677,-0.06708780273590233
datatype,0.11818642630580857,0.1260074215411692,1.0,0.2667947575477326,0.045038112181443615,0.09927566925718974,-0.026745400467706352,-0.0064489921690898165,0.15249432027015344,-0.12904844330240092,-0.19224586644193956,-0.0799272586170727,0.166967927347565,0.06683815946566028,0.07815063704309247,0.03314946714648187,0.011314632404630508
enumeration,-0.11917536900845564,0.007153381449402003,0.2667947575477326,1.0,-0.023140716943915094,0.1544885324038292,-0.04805936101139583,0.051693917883263586,0.0667889988052329,0.08202676690687756,0.025562994727887367,0.017853405037956918,0.08632739023112616,0.00606330311954279,0.0620179317955853,-0.11554776997172837,-0.1155506232496657
event,0.14123416092546398,-0.07520527453996799,0.045038112181443615,-0.023140716943915094,1.0,-0.2370416635957669,0.16551568765790894,0.025198953703011815,0.146332503336983,-0.11659769207582679,-0.11071084730242513,0.29769312068809095,0.47860566204847027,0.0006022391139508847,0.3555895559435339,0.17075576886845936,0.07716399798504862
kind,0.11460002956368016,0.19875973257700671,0.09927566925718974,0.1544885324038292,-0.2370416635957669,1.0,0.016635201563331436,0.2329233332040491,0.11489844414217275,0.3107188581000649,0.3420293292371845,-0.2943875922321251,-0.25108424264457196,0.5392717852714264,-0.18985166711460627,-0.09341672138839986,-0.038451270410742366
mode,0.2640601200645892,0.1222038129101584,-0.026745400467706352,-0.04805936101139583,0.16551568765790894,0.016635201563331436,1.0,0.0224632604370947,0.15549638264432633,0.0218302422386692,0.08284040508003726,0.20720701100027414,-0.08888896973598938,0.11052261675841239,0.2306623102301371,0.09455156324232893,-0.1258637718591313
phase,-0.07217729178324363,0.22864000258676623,-0.0064489921690898165,0.051693917883263586,0.025198953703011815,0.2329233332040491,0.0224632604370947,1.0,0.11882195080377034,0.1852579338864852,0.3376374173011174,0.0005021540240552261,-0.08490821490577248,0.28461005680324064,-0.06992298586018515,-0.07631676779429043,0.015205082973911281
quality,0.23432518185778609,-0.0614983558595,0.15249432027015344,0.0667889988052329,0.146332503336983,0.11489844414217275,0.15549638264432633,0.11882195080377034,1.0,0.1684350232398525,0.03634948657328214,0.06488548856990274,0.2151248899445464,0.30574894088203597,0.1974420741283277,0.0821538667002595,-0.18244396226538692
relator,-0.10564949382505191,0.11587110777861212,-0.12904844330240092,0.08202676690687756,-0.11659769207582679,0.3107188581000649,0.0218302422386692,0.1852579338864852,0.1684350232398525,1.0,0.35137782308647847,0.11479820335470321,-0.16948040540194212,0.21626827841757615,-0.02335308967206558,-0.2594774867102009,-0.11666018990221351
role,-0.13353461812435893,0.030330927816382098,-0.19224586644193956,0.025562994727887367,-0.11071084730242513,0.3420293292371845,0.08284040508003726,0.3376374173011174,0.03634948657328214,0.35137782308647847,1.0,0.0009532325405220322,-0.20728739053733294,0.07715720916284166,-0.142348260129205,0.02048321405072769,-0.04525416826589712
roleMixin,0.24886833954230372,-0.07506117872624954,-0.0799272586170727,0.017853405037956918,0.29769312068809095,-0.2943875922321251,0.20720701100027414,0.0005021540240552261,0.06488548856990274,0.11479820335470321,0.0009532325405220322,1.0,0.18164289574868486,-0.10623705354614035,0.3798840543012348,0.07614190099402929,-0.14029554628257665
situation,0.18615753257402295,-0.2554450984983756,0.166967927347565,0.08632739023112616,0.47860566204847027,-0.25108424264457196,-0.08888896973598938,-0.08490821490577248,0.2151248899445464,-0.16948040540194212,-0.20728739053733294,0.18164289574868486,1.0,-0.09307990807226581,0.13490573021100496,0.002111856144023077,0.20709679480022197
subkind,0.2086800346006988,0.14304771948036213,0.06683815946566028,0.00606330311954279,0.0006022391139508847,0.5392717852714264,0.11052261675841239,0.28461005680324064,0.30574894088203597,0.21626827841757615,0.07715720916284166,-0.10623705354614035,-0.09307990807226581,1.0,-0.0242718276195745,-0.14231579757763402,-0.09087748661134465
type,0.3501107771279238,0.022501927307365263,0.07815063704309247,0.0620179317955853,0.3555895559435339,-0.18985166711460627,0.2306623102301371,-0.06992298586018515,0.1974420741283277,-0.02335308967206558,-0.142348260129205,0.3798840543012348,0.13490573021100496,-0.0242718276195745,1.0,0.1288492492995915,-0.1393864451987371
none,0.06128404337228863,-0.1473495489157677,0.03314946714648187,-0.11554776997172837,0.17075576886845936,-0.09341672138839986,0.09455156324232893,-0.07631676779429043,0.0821538667002595,-0.2594774867102009,0.02048321405072769,0.07614190099402929,0.002111856144023077,-0.14231579757763402,0.1288492492995915,1.0,0.08516680250516137
other,-0.07719025260264005,-0.06708780273590233,0.011314632404630508,-0.1155506232496657,0.07716399798504862,-0.038451270410742366,-0.1258637718591313,0.015205082973911281,-0.18244396226538692,-0.11666018990221351,-0.04525416826589712,-0.14029554628257665,0.20709679480022197,-0.09087748661134465,-0.1393864451987371,0.08516680250516137,1.0
