Stereotype,abstract,category,collective,datatype,enumeration,event,historicalRole,historicalRoleMixin,kind,mixin,mode,phase,phaseMixin,quality,quantity,relator,role,roleMixin,situation,subkind,type,none,other
abstract,1.0,0.14811488507276205,-0.05545764090371002,-0.049701703433636765,-0.02671581916138218,0.13819622513800417,-0.0198978367098454,0.5773225219701364,-0.14054100986953205,-0.04234871377172441,0.043927358719852275,-0.06363566176907065,0.36600638834086896,0.09900163639579727,-0.028709678249613117,-0.1301772145177379,-0.11727099263395462,0.1378007489922182,0.22652345425946577,-0.12339450647162528,0.2243309347711256,0.22188939016456077,-0.04071559250651436
category,0.14811488507276205,1.0,0.0447146349335096,0.1122123307528737,-0.12640518499470232,0.13167959751287545,0.01833320645560403,0.10425250613314592,0.09373668585934951,0.08975104122640502,0.25508367523929315,-0.06900910983100264,0.135324821786587,0.22786941800953622,0.01541630033138476,-0.1302917366084995,-0.14210907266147535,0.23113093270602827,0.18234728132685601,0.19669364139719114,0.349452680045094,0.09217815972263377,-0.027237975381231044
collective,-0.05545764090371002,0.0447146349335096,1.0,0.11933197922148109,0.0022301620505318464,-0.09054027352750958,0.11303650285868058,0.043773254662359005,0.18815259421184666,0.0756859865491783,0.109895419371864,0.25504976220479786,0.07384476380255384,-0.07443059629581047,0.1403274619567522,0.10607972833038196,0.03186986667213882,-0.07982303431780986,-0.26463087466802526,0.13573882426812314,0.015139125442295093,-0.14402681517199803,-0.04801882500532378
datatype,-0.049701703433636765,0.1122123307528737,0.11933197922148109,1.0,0.26464089377492717,0.03247524867810071,0.028541198802781217,0.05239620929419999,0.08632913702011431,-0.015607947817731038,-0.03971512660264537,0.010863699260745081,0.13944018365772892,0.14299395751924168,0.09576888779504432,-0.1390210793692114,-0.19369793117674886,-0.08361078165714593,0.16037787263557657,0.05852704386922921,0.07221277851896479,0.04355482551133364,0.030657825811753036
enumeration,-0.02671581916138218,-0.12640518499470232,0.0022301620505318464,0.26464089377492717,1.0,-0.030424644485298847,-0.054221874738780027,-0.04672906032666001,0.1496960993520902,-0.01141403732028872,-0.05416503312755332,0.06340166032713347,0.07263776358670204,0.06013959986277552,0.21134644180271273,0.07780687223407798,0.027409275458093046,0.016447957414799864,0.08342746438263864,0.0011435611646673227,0.05844742690124386,-0.11517173253133513,-0.11095054145816163
event,0.13819622513800417,0.13167959751287545,-0.09054027352750958,0.03247524867810071,-0.030424644485298847,1.0,0.21492852628798642,0.2161533427662277,-0.26211300627524253,-0.10823401948003815,0.14734822621955,0.05458172666317021,-0.040991820222142344,0.1322373304846967,0.18399323211168656,-0.13221466037479265,-0.11098460780110214,0.2991430607129062,0.4717816906529714,-0.011511714887756088,0.3498003482023075,0.19280675651024218,0.11136893539706372
historicalRole,-0.0198978367098454,0.01833320645560403,0.11303650285868058,0.028541198802781217,-0.054221874738780027,0.21492852628798642,1.0,0.2609708317515069,-0.0013846559741403563,-0.08595007473317885,-0.1708786148314239,-0.015532412114781059,-0.05826188279973499,-0.031652572269352496,0.5041221301506933,0.17940687813298425,0.06575688406734495,0.12347349364082896,0.2077498987400464,-0.01938495331570676,0.0479110357004435,0.04164051068150197,0.08036238002166203
historicalRoleMixin,0.5773225219701364,0.10425250613314592,0.043773254662359005,0.05239620929419999,-0.04672906032666001,0.2161533427662277,0.2609708317515069,1.0,-0.09181881227180405,-0.07407280265828035,-0.07184023753694076,-0.11130613887491178,0.3997363673466222,-0.02506441401781818,0.1549562494295585,-0.06724721084677979,-0.10406589259096338,0.10850858389176712,0.07906753603546347,-0.07667047984924998,0.36519525924258317,0.08158149987247527,-0.07121628451591083
kind,-0.14054100986953205,0.09373668585934951,0.18815259421184666,0.08632913702011431,0.1496960993520902,-0.26211300627524253,-0.0013846559741403563,-0.09181881227180405,1.0,0.011647562331785249,-0.003857426778922122,0.2596980993439847,0.03955421303427477,0.10023332183192976,-0.012224980627053208,0.29790981279948575,0.34347248092904936,-0.3168022224628895,-0.2654154122419123,0.5349840206510198,-0.20282451086991185,-0.06942714486183706,0.011162410972880699
mixin,-0.04234871377172441,0.08975104122640502,0.0756859865491783,-0.015607947817731038,-0.01141403732028872,-0.10823401948003815,-0.08595007473317885,-0.07407280265828035,0.011647562331785249,1.0,0.105432728511409,0.26776022738582156,-0.03368030406960031,0.2180605749315921,0.08659493641835456,0.0618426938097538,0.2875817433713534,0.10481808467077192,-0.06662796253060883,-0.04050837984731791,0.04198145492479333,0.11702496949895298,-0.1758738032566635
mode,0.043927358719852275,0.25508367523929315,0.109895419371864,-0.03971512660264537,-0.05416503312755332,0.14734822621955,-0.1708786148314239,-0.07184023753694076,-0.003857426778922122,0.105432728511409,1.0,0.0496602987012009,0.07342276966008883,0.1395406534121775,-0.027683866969829038,0.006618884404150226,0.08587958166184215,0.20522566051425722,-0.10201625387908886,0.09824366361289096,0.22232715537312514,0.10971925752501369,-0.10046928265143389
phase,-0.06363566176907065,-0.06900910983100264,0.25504976220479786,0.010863699260745081,0.06340166032713347,0.05458172666317021,-0.015532412114781059,-0.11130613887491178,0.2596980993439847,0.26776022738582156,0.0496602987012009,1.0,0.2013987258501813,0.14729413923033613,0.1624797994625496,0.19193478578866674,0.3183436928496779,-0.006336904032274842,-0.07283162618724565,0.2958818227142473,-0.057400616293555536,-0.04818869149903447,0.0015946638932373602
phaseMixin,0.36600638834086896,0.135324821786587,0.07384476380255384,0.13944018365772892,0.07263776358670204,-0.040991820222142344,-0.05826188279973499,0.3997363673466222,0.03955421303427477,-0.03368030406960031,0.07342276966008883,0.2013987258501813,1.0,0.1426645831601732,-0.08406340517255438,-0.0104350734118846,-0.05730171595410432,0.27158788749186114,-0.03015032947384398,-0.017965562490418616,0.32840050636575785,-0.02050035234890786,-0.022849989342450736
quality,0.09900163639579727,0.22786941800953622,-0.07443059629581047,0.14299395751924168,0.06013959986277552,0.1322373304846967,-0.031652572269352496,-0.02506441401781818,0.10023332183192976,0.2180605749315921,0.1395406534121775,0.14729413923033613,0.1426645831601732,1.0,0.053079358368866535,0.15900804731794044,0.040513367142045974,0.061486112288997655,0.2071748527760941,0.2998547886129244,0.18786062615411983,0.09726902236485972,-0.1649098882151099
quantity,-0.028709678249613117,0.01541630033138476,0.1403274619567522,0.09576888779504432,0.21134644180271273,0.18399323211168656,0.5041221301506933,0.1549562494295585,-0.012224980627053208,0.08659493641835456,-0.027683866969829038,0.1624797994625496,-0.08406340517255438,0.053079358368866535,1.0,0.09101245538163391,0.19085449402680255,0.053485983980668284,0.29110745432727636,-0.034529557280711755,0.043891200921270225,0.056251012060695424,0.20234545779565014
