Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
abstract,1,0.009433962264150943,1,0.009433962264150943,0.00023730422401518748,0.0013227513227513227
category,293,2.7641509433962264,72,0.6792452830188679,0.06953013763644993,0.09523809523809523
collective,49,0.46226415094339623,25,0.2358490566037736,0.011627906976744186,0.03306878306878307
datatype,71,0.6698113207547169,21,0.19811320754716982,0.01684859990507831,0.027777777777777776
enumeration,48,0.4528301886792453,7,0.0660377358490566,0.011390602752728999,0.009259259259259259
event,346,3.2641509433962264,47,0.44339622641509435,0.08210726150925486,0.062169312169312166
historicalRole,23,0.2169811320754717,4,0.03773584905660377,0.005457997152349312,0.005291005291005291
historicalRoleMixin,9,0.08490566037735849,3,0.02830188679245283,0.0021357380161366873,0.003968253968253968
kind,678,6.39622641509434,86,0.8113207547169812,0.1608922638822971,0.11375661375661375
mixin,20,0.18867924528301888,16,0.1509433962264151,0.004746084480303749,0.021164021164021163
mode,189,1.7830188679245282,46,0.4339622641509434,0.044850498338870434,0.06084656084656084
phase,177,1.669811320754717,33,0.3113207547169811,0.04200284765068818,0.04365079365079365
phaseMixin,20,0.18867924528301888,8,0.07547169811320754,0.004746084480303749,0.010582010582010581
quality,162,1.528301886792453,37,0.3490566037735849,0.03844328429046037,0.04894179894179894
quantity,16,0.1509433962264151,8,0.07547169811320754,0.0037968675842429997,0.010582010582010581
relator,313,2.952830188679245,79,0.7452830188679245,0.07427622211675368,0.10449735449735449
role,413,3.8962264150943398,71,0.6698113207547169,0.09800664451827243,0.09391534391534391
roleMixin,234,2.207547169811321,44,0.41509433962264153,0.05552918841955387,0.0582010582010582
situation,71,0.6698113207547169,19,0.1792452830188679,0.01684859990507831,0.02513227513227513
subkind,685,6.462264150943396,75,0.7075471698113207,0.16255339345040343,0.0992063492063492
type,90,0.8490566037735849,20,0.18867924528301888,0.021357380161366873,0.026455026455026454
none,211,1.990566037735849,17,0.16037735849056603,0.05007119126720456,0.022486772486772486
other,95,0.8962264150943396,17,0.16037735849056603,0.022543901281442808,0.022486772486772486
