year,abstract,category,collective,datatype,enumeration,event,historicalRole,historicalRoleMixin,kind,mixin,mode,phase,phaseMixin,quality,quantity,relator,role,roleMixin,situation,subkind,type,none,other
2005,0.0,0.0013227513227513227,0.0013227513227513227,0.0013227513227513227,0.0,0.0,0.0,0.0,0.0013227513227513227,0.0013227513227513227,0.0013227513227513227,0.0013227513227513227,0.0,0.0,0.0013227513227513227,0.0013227513227513227,0.0013227513227513227,0.0,0.0,0.0013227513227513227,0.0,0.0,0.0
2007,0.0,0.0013227513227513227,0.0,0.0013227513227513227,0.0,0.0013227513227513227,0.0,0.0,0.0013227513227513227,0.0,0.0013227513227513227,0.0,0.0,0.0,0.0,0.0,0.0,0.0013227513227513227,0.0,0.0013227513227513227,0.0,0.0,0.0013227513227513227
2011,0.0,0.0013227513227513227,0.0,0.0,0.0,0.0,0.0,0.0,0.0013227513227513227,0.0,0.0,0.0013227513227513227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013227513227513227,0.0,0.0,0.0
2012,0.0,0.0026455026455026454,0.0,0.0,0.0,0.0,0.0,0.0,0.0026455026455026454,0.0,0.0,0.0,0.0,0.0,0.0,0.0026455026455026454,0.0026455026455026454,0.0,0.0,0.0026455026455026454,0.0,0.0,0.0
2013,0.0,0.0,0.0026455026455026454,0.0013227513227513227,0.0,0.0,0.0,0.0,0.0026455026455026454,0.0,0.0,0.0,0.0,0.0,0.0,0.0013227513227513227,0.0013227513227513227,0.0,0.0,0.0013227513227513227,0.0,0.0,0.0
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013227513227513227,0.0,0.0,0.0,0.0,0.0,0.0,0.0013227513227513227,0.0013227513227513227,0.0,0.0,0.0,0.0,0.0013227513227513227,0.0013227513227513227
2015,0.0,0.0026455026455026454,0.0,0.0013227513227513227,0.0026455026455026454,0.0013227513227513227,0.0,0.0,0.003968253968253968,0.0013227513227513227,0.0013227513227513227,0.0013227513227513227,0.0,0.0013227513227513227,0.0013227513227513227,0.0026455026455026454,0.003968253968253968,0.0026455026455026454,0.0013227513227513227,0.0026455026455026454,0.0,0.0,0.0
2016,0.0,0.0026455026455026454,0.0013227513227513227,0.0,0.0,0.0026455026455026454,0.0,0.0,0.0,0.0013227513227513227,0.0013227513227513227,0.0,0.0,0.0013227513227513227,0.0,0.003968253968253968,0.0013227513227513227,0.0026455026455026454,0.0013227513227513227,0.0,0.0,0.0,0.0013227513227513227
2017,0.0,0.006613756613756613,0.0,0.0,0.0,0.007936507936507936,0.0,0.0,0.009259259259259259,0.0013227513227513227,0.003968253968253968,0.0026455026455026454,0.0,0.0,0.0013227513227513227,0.005291005291005291,0.010582010582010581,0.005291005291005291,0.0013227513227513227,0.007936507936507936,0.0026455026455026454,0.005291005291005291,0.0026455026455026454
2018,0.0,0.009259259259259259,0.003968253968253968,0.0,0.0013227513227513227,0.005291005291005291,0.0,0.0,0.006613756613756613,0.0013227513227513227,0.006613756613756613,0.0013227513227513227,0.0,0.0026455026455026454,0.0,0.010582010582010581,0.005291005291005291,0.006613756613756613,0.0026455026455026454,0.010582010582010581,0.0026455026455026454,0.0013227513227513227,0.003968253968253968
2019,0.0,0.005291005291005291,0.003968253968253968,0.0013227513227513227,0.0,0.003968253968253968,0.0013227513227513227,0.0,0.009259259259259259,0.0013227513227513227,0.0026455026455026454,0.005291005291005291,0.0,0.003968253968253968,0.0013227513227513227,0.009259259259259259,0.005291005291005291,0.0013227513227513227,0.0013227513227513227,0.009259259259259259,0.0013227513227513227,0.0,0.0013227513227513227
2020,0.0,0.010582010582010581,0.0026455026455026454,0.005291005291005291,0.0,0.007936507936507936,0.0013227513227513227,0.0,0.018518518518518517,0.0026455026455026454,0.005291005291005291,0.006613756613756613,0.0026455026455026454,0.006613756613756613,0.0026455026455026454,0.011904761904761904,0.015873015873015872,0.010582010582010581,0.003968253968253968,0.010582010582010581,0.0026455026455026454,0.005291005291005291,0.003968253968253968
2021,0.0013227513227513227,0.017195767195767195,0.0026455026455026454,0.005291005291005291,0.0013227513227513227,0.010582010582010581,0.0,0.0013227513227513227,0.017195767195767195,0.0013227513227513227,0.015873015873015872,0.006613756613756613,0.0013227513227513227,0.013227513227513227,0.0013227513227513227,0.017195767195767195,0.011904761904761904,0.006613756613756613,0.005291005291005291,0.017195767195767195,0.005291005291005291,0.003968253968253968,0.003968253968253968
2022,0.0,0.015873015873015872,0.005291005291005291,0.006613756613756613,0.0026455026455026454,0.009259259259259259,0.0013227513227513227,0.0026455026455026454,0.01455026455026455,0.0013227513227513227,0.007936507936507936,0.005291005291005291,0.003968253968253968,0.007936507936507936,0.0013227513227513227,0.017195767195767195,0.011904761904761904,0.010582010582010581,0.0026455026455026454,0.013227513227513227,0.009259259259259259,0.0013227513227513227,0.0013227513227513227
2023,0.0,0.011904761904761904,0.006613756613756613,0.0026455026455026454,0.0013227513227513227,0.005291005291005291,0.0,0.0,0.017195767195767195,0.005291005291005291,0.010582010582010581,0.006613756613756613,0.0026455026455026454,0.006613756613756613,0.0,0.01455026455026455,0.01455026455026455,0.009259259259259259,0.0026455026455026454,0.013227513227513227,0.0013227513227513227,0.003968253968253968,0.0013227513227513227
2024,0.0,0.006613756613756613,0.0026455026455026454,0.0013227513227513227,0.0,0.006613756613756613,0.0013227513227513227,0.0,0.006613756613756613,0.0026455026455026454,0.0026455026455026454,0.005291005291005291,0.0,0.005291005291005291,0.0,0.005291005291005291,0.006613756613756613,0.0013227513227513227,0.0026455026455026454,0.006613756613756613,0.0013227513227513227,0.0,0.0
