Stereotype,category,collective,datatype,event,kind,mixin,mode,phase,quality,relator,role,roleMixin,situation,subkind,type,none,other
category,1.0,0.048507125007266595,0.0880223595208481,0.08443879739131735,-0.021442861787304115,0.12037089408299008,0.3162361905573804,0.0691807355085706,0.20640422720186008,-0.030633520175369803,-0.009730660903997997,0.25075356498688345,0.16305409495504733,0.2691025683329034,0.22807407537405283,-0.030137194627631807,0.08001944780440169
collective,0.048507125007266595,1.0,0.1141374353642886,-0.0485300112274194,0.09752021515001667,0.07612890663368321,0.1412795854818768,0.2983695510502833,-0.03386513443679516,0.17177512553985352,0.059289246455505686,-0.062118099353251445,-0.2596238997478432,0.21061641088524635,0.016074760739013736,-0.12168796422587773,-0.061129634611121676
datatype,0.0880223595208481,0.1141374353642886,1.0,0.08045610167761785,0.11870800362411062,-0.011227217828476795,-0.005406392784243745,0.023629719690306528,0.18222379360245897,-0.14400971203271426,-0.05365326267617732,-0.08247647568524145,0.19968184604007583,0.05939566942817363,0.0627782711473662,0.0407695791555143,0.0407695791555143
event,0.08443879739131735,-0.0485300112274194,0.08045610167761785,1.0,-0.24909197807747444,-0.1110955833201716,0.17639665532879145,0.015089375712704049,0.1033552047432412,-0.1319880674070291,-0.1405685726040455,0.25014470855589505,0.5235935054630373,-0.010633527308849448,0.2976282826293353,0.07567236362666105,0.12742249617134538
kind,-0.021442861787304115,0.09752021515001667,0.11870800362411062,-0.24909197807747444,1.0,0.0012708214194383722,0.033045606870931415,0.2721617828908051,0.04962993523287584,0.16080185903103064,0.48176130926368294,-0.1809671140428568,-0.21468807419901287,0.37904738388466347,-0.26046511627906976,-0.05207096168204146,0.013637632821487049
mixin,0.12037089408299008,0.07612890663368321,-0.011227217828476795,-0.1110955833201716,0.0012708214194383722,1.0,0.10935048321957369,0.2287230602128749,0.1887999683176149,0.00456471127787645,0.24000009315148355,0.12613528117095907,-0.059630733912704806,-0.07651301417479452,0.06608271381079535,0.10297762654752646,-0.18427575276925787
mode,0.3162361905573804,0.1412795854818768,-0.005406392784243745,0.17639665532879145,0.033045606870931415,0.10935048321957369,1.0,0.11014008289645878,0.1974019045890283,0.1623851284074682,0.08858705156156375,0.2667683834227398,-0.06179921569121183,0.18632708041103146,0.21020677704009152,0.08416944080350804,-0.12331801792141876
phase,0.0691807355085706,0.2983695510502833,0.023629719690306528,0.015089375712704049,0.2721617828908051,0.2287230602128749,0.11014008289645878,1.0,0.10605030968989268,0.06573133315654417,0.21212202348730286,0.012482724781892435,-0.04860902470896226,0.34268174962010295,-0.0638646782956763,-0.071760045126872,0.03928469623733868
quality,0.20640422720186008,-0.03386513443679516,0.18222379360245897,0.1033552047432412,0.04962993523287584,0.1887999683176149,0.1974019045890283,0.10605030968989268,1.0,0.20097961390798033,0.13538351170785567,0.06593282100521948,0.22538196284587772,0.12272535649175868,0.2538762071527879,0.1114292592408667,-0.15823972431008923
relator,-0.030633520175369803,0.17177512553985352,-0.14400971203271426,-0.1319880674070291,0.16080185903103064,0.00456471127787645,0.1623851284074682,0.06573133315654417,0.20097961390798033,1.0,0.14203295688024792,0.14094877519420265,-0.1219561281083279,0.14773690331348618,-0.10546095949437724,-0.21653829336576608,-0.15753300005787096
role,-0.009730660903997997,0.059289246455505686,-0.05365326267617732,-0.1405685726040455,0.48176130926368294,0.24000009315148355,0.08858705156156375,0.21212202348730286,0.13538351170785567,0.14203295688024792,1.0,0.021508129737137966,-0.19489355265752695,0.033698482456448874,-0.12285880778411191,0.0335220597702206,-0.07581142748034504
roleMixin,0.25075356498688345,-0.062118099353251445,-0.08247647568524145,0.25014470855589505,-0.1809671140428568,0.12613528117095907,0.2667683834227398,0.012482724781892435,0.06593282100521948,0.14094877519420265,0.021508129737137966,1.0,0.10548468457207291,-0.005558970560356962,0.278837083882361,0.1013971091514213,-0.1594789483740801
situation,0.16305409495504733,-0.2596238997478432,0.19968184604007583,0.5235935054630373,-0.21468807419901287,-0.059630733912704806,-0.06179921569121183,-0.04860902470896226,0.22538196284587772,-0.1219561281083279,-0.19489355265752695,0.10548468457207291,1.0,-0.13211491773701642,0.08895914676754677,-0.0031616523471714487,0.1979194369329327
subkind,0.2691025683329034,0.21061641088524635,0.05939566942817363,-0.010633527308849448,0.37904738388466347,-0.07651301417479452,0.18632708041103146,0.34268174962010295,0.12272535649175868,0.14773690331348618,0.033698482456448874,-0.005558970560356962,-0.13211491773701642,1.0,-0.00800100018753907,-0.11463243489062806,0.0549169339243474
type,0.22807407537405283,0.016074760739013736,0.0627782711473662,0.2976282826293353,-0.26046511627906976,0.06608271381079535,0.21020677704009152,-0.0638646782956763,0.2538762071527879,-0.10546095949437724,-0.12285880778411191,0.278837083882361,0.08895914676754677,-0.00800100018753907,1.0,0.11777955618556996,-0.14505482182854407
none,-0.030137194627631807,-0.12168796422587773,0.0407695791555143,0.07567236362666105,-0.05207096168204146,0.10297762654752646,0.08416944080350804,-0.071760045126872,0.1114292592408667,-0.21653829336576608,0.0335220597702206,0.1013971091514213,-0.0031616523471714487,-0.11463243489062806,0.11777955618556996,1.0,0.08922670191672175
other,0.08001944780440169,-0.061129634611121676,0.0407695791555143,0.12742249617134538,0.013637632821487049,-0.18427575276925787,-0.12331801792141876,0.03928469623733868,-0.15823972431008923,-0.15753300005787096,-0.07581142748034504,-0.1594789483740801,0.1979194369329327,0.0549169339243474,-0.14505482182854407,0.08922670191672175,1.0
