construct,x_value,y_value,quadrant
bringsAbout,0.0991735537190082,0.0062998740025199,Q3
characterization,0.5619834710743802,0.117177656446871,Q1
comparative,0.0495867768595041,0.0077698446031079,Q3
componentOf,0.371900826446281,0.115707685846283,Q1
creation,0.1487603305785124,0.0125997480050399,Q1
derivation,0.3223140495867768,0.0459890802183956,Q1
externalDependence,0.1818181818181818,0.0161696766064678,Q1
historicalDependence,0.1322314049586777,0.0092398152036959,Q3
instantiation,0.140495867768595,0.0144897102057958,Q1
manifestation,0.0991735537190082,0.0071398572028559,Q3
material,0.4462809917355372,0.1308273834523309,Q1
mediation,0.6363636363636364,0.4130617387652247,Q1
memberOf,0.256198347107438,0.0426291474170516,Q1
participation,0.2396694214876033,0.0443091138177236,Q1
participational,0.0330578512396694,0.0035699286014279,Q3
subCollectionOf,0.0495867768595041,0.0056698866022679,Q3
subQuantityOf,0.0330578512396694,0.0029399412011759,Q3
termination,0.024793388429752,0.0010499790004199,Q3
triggers,0.0826446280991735,0.0033599328013439,Q3
