construct,x_value,y_value,quadrant
bringsAbout,30,0.2479338842975206,Q3
characterization,558,4.6115702479338845,Q1
comparative,37,0.3057851239669421,Q3
componentOf,551,4.553719008264463,Q1
creation,60,0.4958677685950413,Q1
derivation,219,1.8099173553719008,Q1
externalDependence,77,0.6363636363636364,Q1
historicalDependence,44,0.3636363636363636,Q3
instantiation,69,0.5702479338842975,Q1
manifestation,34,0.2809917355371901,Q3
material,623,5.148760330578512,Q1
mediation,1967,16.25619834710744,Q1
memberOf,203,1.677685950413223,Q1
participation,211,1.743801652892562,Q1
participational,17,0.140495867768595,Q3
subCollectionOf,27,0.2231404958677686,Q3
subQuantityOf,14,0.1157024793388429,Q3
termination,5,0.0413223140495867,Q3
triggers,16,0.1322314049586777,Q3
