construct,x_value,y_value,quadrant
bringsAbout,0.2479338842975206,0.0062998740025199,Q3
characterization,4.6115702479338845,0.117177656446871,Q1
comparative,0.3057851239669421,0.0077698446031079,Q3
componentOf,4.553719008264463,0.115707685846283,Q1
creation,0.4958677685950413,0.0125997480050399,Q1
derivation,1.8099173553719008,0.0459890802183956,Q1
externalDependence,0.6363636363636364,0.0161696766064678,Q1
historicalDependence,0.3636363636363636,0.0092398152036959,Q3
instantiation,0.5702479338842975,0.0144897102057958,Q1
manifestation,0.2809917355371901,0.0071398572028559,Q3
material,5.148760330578512,0.1308273834523309,Q1
mediation,16.25619834710744,0.4130617387652247,Q1
memberOf,1.677685950413223,0.0426291474170516,Q1
participation,1.743801652892562,0.0443091138177236,Q1
participational,0.140495867768595,0.0035699286014279,Q3
subCollectionOf,0.2231404958677686,0.0056698866022679,Q3
subQuantityOf,0.1157024793388429,0.0029399412011759,Q3
termination,0.0413223140495867,0.0010499790004199,Q3
triggers,0.1322314049586777,0.0033599328013439,Q3
