Stereotype,category,collective,datatype,event,kind,mixin,mode,phase,quality,relator,role,roleMixin,situation,subkind,type,bringsAbout,characterization,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation
role,-0.019187163909852895,0.06730932219355058,-0.0472785853366316,-0.15836293509826913,0.4785902265500478,0.24728908505365577,0.0880671683962943,0.21027220628542392,0.1332541477198557,0.135224945877783,1.0,0.019468763397001744,-0.18988315400851283,0.025237780980463854,-0.13722222596348527,-0.2843879160004691,-0.01999089434220619,-0.010174461594455996,-0.07681763958806226,0.18398166479214106,-0.06553310156079492,-0.2556766213154908,-0.22889832859188503,-0.12493584635117201,0.11651241881121681,0.10617575959448483,0.03773117968651829,-0.2860694824553478
roleMixin,0.2521464892337814,-0.06107058849025578,-0.08184463379485145,0.2519940214604077,-0.18483233049526543,0.12904797918187533,0.2519940214604077,0.03254240189935666,0.0868196096332842,0.1408865414493537,0.019468763397001744,1.0,0.10834763958824738,-0.007798519791749587,0.25993716224086255,0.1556693880910067,0.16661925802205185,-0.009762720569806997,0.24092934095710136,-0.01740498518200725,0.3334603900687778,0.18372237415450193,0.26666177614703895,0.18569636418900395,-0.07798924024073124,0.1821473556461652,-0.013338415602751112,0.18893660051417202
situation,0.1703616057770918,-0.26596457587758254,0.19609248087729,0.5413611506423753,-0.21127024685169618,-0.06366249312775304,-0.06133172714681683,-0.04561998849773195,0.2313480597839073,-0.11733429059213635,-0.18988315400851283,0.10834763958824738,1.0,-0.1271094189015611,0.09845201238390093,0.7274238408629461,0.19700451238404826,-0.0995345203586879,0.10515252921688403,0.08344385051567539,0.08499377746907318,0.2509640363976299,0.16004457815238976,0.21868150364375896,0.07686899197902136,-0.1377056581888109,-0.10442092660486134,0.4497677419200121
subkind,0.26284461234898165,0.21900557181795857,0.06595995111805886,-0.02488601137656833,0.3754171973836686,-0.07170779450907386,0.1872570364236863,0.3433464396647804,0.12066195464724275,0.14153663098837593,0.025237780980463854,-0.007798519791749587,-0.1271094189015611,1.0,-0.018307940994052013,0.019059780905605738,0.05871463162896144,0.252254527100655,-0.11251904861720335,-0.0026769020862915005,-0.10872738503461439,-0.05092967463726046,-0.031643155079188245,-0.027837220069779664,0.13856078239903863,0.1761584973063218,0.15796242731443977,-0.14200342513487774
type,0.22340833332444973,0.025196644030507823,0.07211911910684525,0.290239118230212,-0.2744084815430077,0.07427290864904522,0.18979030526534657,-0.04561998849773195,0.2836528385176602,-0.11733429059213635,-0.13722222596348527,0.25993716224086255,0.09845201238390093,-0.018307940994052013,1.0,0.24195595134585693,0.24685480262234757,0.11612360708513589,0.3238697899880028,-0.19118148029540818,0.5269614203082537,0.4696812971687487,0.8683269665714763,0.6860008812934357,-0.17772894323811944,-0.08655784229010971,-0.04128269191354983,0.390707331364859
bringsAbout,0.23968745650307927,-0.19346897331835558,0.1385432011048408,0.3937990074942606,-0.22883834436313077,-0.059992001599644525,0.07827437899346629,-0.0260543916450301,0.27551355188799914,-0.08159844824540763,-0.2843879160004691,0.1556693880910067,0.7274238408629461,0.019059780905605738,0.24195595134585693,1.0,0.26198236318918594,0.04168702663204816,0.1391662733039731,-0.01194423119307773,0.22883834436313077,0.4139756231194137,0.30377351280322606,0.3650979311847787,0.10642559409175946,-0.11369988449473177,-0.08848415982041057,0.5536984274110163
characterization,0.32772549574493504,0.12526648984589583,0.04290963993084491,0.16336905221655315,-0.02067848184159274,0.1355261854357877,0.5132853745842734,0.0032104755355392483,0.5248132615155346,0.27587131932268055,-0.01999089434220619,0.16661925802205185,0.19700451238404826,0.05871463162896144,0.24685480262234757,0.26198236318918594,1.0,0.2536275673076006,0.09008312234428524,0.04824209230699486,0.3628133632206726,0.20295835998049805,0.27783733052581444,0.28059597704989786,0.13076078141599007,0.36244121780453775,0.11843130509275841,0.28838577886586525
componentOf,0.24255968491685806,0.2100164081728578,0.13173888881045848,-0.11967907144646964,0.1667162624620411,0.0044416815907418845,0.13261734944068257,0.1423611111111111,-0.0033685503477268466,0.06213988230175596,-0.010174461594455996,-0.009762720569806997,-0.0995345203586879,0.252254527100655,0.11612360708513589,0.04168702663204816,0.2536275673076006,1.0,0.042257712736425826,-0.05659684799706785,-0.008132500607904443,0.10329663113348536,0.20070620221812357,0.21569132011200315,0.18692242309863583,0.09882117688026185,0.25617376914899,-0.01901814435781827
creation,-0.025408494051425357,0.04183840436209301,0.012146147169967194,0.4516089207311461,-0.0219942959691286,-0.0900937462695559,0.11044189102626091,-0.07982012405769323,0.00911022290767542,-0.02347853958582371,-0.07681763958806226,0.24092934095710136,0.10515252921688403,-0.11251904861720335,0.3238697899880028,0.1391662733039731,0.09008312234428524,0.042257712736425826,1.0,0.05979133361118127,0.23643868166813245,0.3396825396825397,0.39939613177779754,0.38662954058932786,-0.029932726961553354,0.08017837257372731,0.1649572197684645,0.6532175148395224
derivation,-0.053945685905214764,0.03916100378091094,-0.003050184217626058,0.000823798972105062,0.3106848830006,-0.03619946560933338,0.043661345521568286,0.08135796899578504,-0.061770383568248315,0.32862528000937685,0.18398166479214106,-0.01740498518200725,0.08344385051567539,-0.0026769020862915005,-0.19118148029540818,-0.01194423119307773,0.04824209230699486,-0.05659684799706785,0.05979133361118127,1.0,-0.09527669745351734,-0.12675762725570427,-0.14057181293522278,-0.1635230358742229,0.48525211587114264,0.41611675423269506,0.17398353448033602,-0.04649905549752771
externalDependence,0.13202640792264092,0.010979733645872188,-0.002337527112732457,0.3125050443499249,-0.2571428571428571,-0.07282190812544191,0.3125050443499249,-0.11385500851066221,0.20907663851292496,0.0663498277344778,-0.06553310156079492,0.3334603900687778,0.08499377746907318,-0.10872738503461439,0.5269614203082537,0.22883834436313077,0.3628133632206726,-0.008132500607904443,0.23643868166813245,-0.09527669745351734,1.0,0.3794016054674684,0.5635690997512194,0.4346928823909822,-0.2438635368935238,0.08486684247915055,0.13333333333333333,0.3697113846455204
historicalDependence,0.15476082740413627,0.10776558699326988,0.2226793647827319,0.3378865774961844,-0.3079201435678004,0.06606874726434099,0.05358071940878004,-0.018781205660633703,0.1867595696073461,0.04077851612274644,-0.2556766213154908,0.18372237415450193,0.2509640363976299,-0.05092967463726046,0.4696812971687487,0.4139756231194137,0.20295835998049805,0.10329663113348536,0.3396825396825397,-0.12675762725570427,0.3794016054674684,1.0,0.5597714124916622,0.5629868748932317,-0.029932726961553354,0.08017837257372731,0.09347575786879656,0.5194879448723762
instantiation,0.16942513157294692,0.02524990066367272,0.06621128969791389,0.30435590094771225,-0.21634643165805106,0.0525158665648993,0.13863331613848673,-0.03649203676693156,0.2765818420661434,-0.06902874264959337,-0.22889832859188503,0.26666177614703895,0.16004457815238976,-0.031643155079188245,0.8683269665714763,0.30377351280322606,0.27783733052581444,0.20070620221812357,0.39939613177779754,-0.14057181293522278,0.5635690997512194,0.5597714124916622,1.0,0.7940573395971441,-0.16316980426520877,-0.012982269672237465,0.00801283080215004,0.4896940368106295
manifestation,0.12338347011097749,0.008126680004967406,-0.10669117182157792,0.352793146054377,-0.20559798491465375,0.1796644508187709,0.1705556269004604,-0.04514469490716345,0.24331548436407655,-0.06072619166666902,-0.12493584635117201,0.18569636418900395,0.21868150364375896,-0.027837220069779664,0.6860008812934357,0.3650979311847787,0.28059597704989786,0.21569132011200315,0.38662954058932786,-0.1635230358742229,0.4346928823909822,0.5629868748932317,0.7940573395971441,1.0,-0.10659228331068173,-0.02379334336334003,0.0528680532637681,0.5165147041600332
material,0.05888466032381593,0.052686725558244184,-0.013667437647280522,-0.02940331248188795,0.34371317404677765,0.09228882938591838,0.08973738224991777,0.10165956343960895,-0.007953569599918163,0.20842877833369744,0.11651241881121681,-0.07798924024073124,0.07686899197902136,0.13856078239903863,-0.17772894323811944,0.10642559409175946,0.13076078141599007,0.18692242309863583,-0.029932726961553354,0.48525211587114264,-0.2438635368935238,-0.029932726961553354,-0.16316980426520877,-0.10659228331068173,1.0,0.31421663619834295,0.15553501171949155,-0.06825441842309837
mediation,0.03889222341312987,0.213470420089446,-0.045446721279351156,-0.10740037208813773,0.2160246899469287,0.11798497593106737,0.2516237288922084,0.14164368686170864,0.11824043578063628,0.7039451118792719,0.10617575959448483,0.1821473556461652,-0.1377056581888109,0.1761584973063218,-0.08655784229010971,-0.11369988449473177,0.36244121780453775,0.09882117688026185,0.08017837257372731,0.41611675423269506,0.08486684247915055,0.08017837257372731,-0.012982269672237465,-0.02379334336334003,0.31421663619834295,1.0,0.28546119742987003,0.057735026918962574
memberOf,-0.02400480144048017,0.6961151131482968,0.11921388274935531,0.06628894880149921,0.11428571428571428,-0.005201564866102994,0.16477538702086947,0.1504512612462322,-0.1499040049715311,0.17764631296650507,0.03773117968651829,-0.013338415602751112,-0.10442092660486134,0.15796242731443977,-0.04128269191354983,-0.08848415982041057,0.11843130509275841,0.25617376914899,0.1649572197684645,0.17398353448033602,0.13333333333333333,0.09347575786879656,0.00801283080215004,0.0528680532637681,0.15553501171949155,0.28546119742987003,1.0,0.13808497498808592
participation,0.08981774262781438,0.06573184240142088,0.12244715823395665,0.5811001104416557,-0.2538981798168031,-0.04379056560908567,0.07440916048338274,-0.06846531968814576,0.22509378340810754,0.012012499502607452,-0.2860694824553478,0.18893660051417202,0.4497677419200121,-0.14200342513487774,0.390707331364859,0.5536984274110163,0.28838577886586525,-0.01901814435781827,0.6532175148395224,-0.04649905549752771,0.3697113846455204,0.5194879448723762,0.4896940368106295,0.5165147041600332,-0.06825441842309837,0.057735026918962574,0.13808497498808592,1.0
