Percentage,Top k Stereotypes,Coverage
10.0,2,0.41197762421849293
20.0,4,0.6822968081605791
30.0,6,0.7898979927607765
40.0,9,0.9042448173741362
50.0,11,0.9496544916090819
60.0,13,0.9726883843369529
70.0,16,0.9934188877920369
80.0,18,0.9983547219480092
90.0,20,1.0
100.0,23,1.0
