stereotype,total_correlation,rank
category,2.3218255781585437,4
collective,1.5807714107090511,14
datatype,1.5983028705661226,12
enumeration,1.037916331337783,15
event,2.3244216192760234,3
kind,3.154399635311016,1
mode,1.5843495222788921,13
phase,1.665632522932528,11
quality,2.0246414573713474,10
relator,2.0876043390566856,9
role,2.0882239326424386,8
roleMixin,2.1000843617958687,7
situation,2.649321509241763,2
subkind,2.132387767826943,6
type,2.2615309587941677,5
