stereotype,total_correlation,rank
category,2.5535090511109715,7
collective,2.1598121475370267,13
datatype,1.116374360626668,15
event,3.1427203543437123,2
historicalRole,1.5703470710476028,14
kind,3.52125215310339,1
mode,2.4496098344916386,9
phase,2.3639836982965203,11
quality,2.5080939733701624,8
relator,2.7953804569849425,4
role,2.640302417257939,5
roleMixin,2.191016384961303,12
situation,2.4127131606559833,10
subkind,2.866926167049227,3
type,2.5642646578920743,6
