stereotype1,stereotype2,geometric_mean_correlation
category,collective,0.0293336769985394
category,datatype,0.15721952257737257
category,event,0.09804794046989096
category,kind,0.10245149442133492
category,mode,0.30700601676144595
category,phase,0.014094841442132865
category,quality,0.27352679566408955
category,relator,0.11192795613917102
category,role,0.06697637219007241
category,roleMixin,0.22250072875852214
category,situation,0.24197280397678947
category,subkind,0.20968007767171856
category,type,0.25768976439245034
collective,datatype,0.0961420799271483
collective,event,0.0957221599055748
collective,kind,0.2090203768530159
collective,mode,0.09589217873625866
collective,phase,0.36311015516690726
collective,quality,0.019236855343882413
collective,relator,0.3083952250651235
collective,role,0.13402817069148928
collective,roleMixin,0.04586126126239861
collective,situation,0.29213623530458166
collective,subkind,0.2035502774672793
collective,type,0.08007589619811813
datatype,event,0.1140908547212245
datatype,kind,0.059669493169887254
datatype,mode,0.0
datatype,phase,0.018420468192270816
datatype,quality,0.11030502729496965
datatype,relator,0.07317242995048738
datatype,role,0.03626799216139112
datatype,roleMixin,0.02450217982090078
datatype,situation,0.14498923066698502
datatype,subkind,0.06370010012594522
datatype,type,0.04643364988491197
event,kind,0.15867563936679735
event,mode,0.18150077893310848
event,phase,0.13646865128700478
event,quality,0.12619756049731135
event,relator,0.06859304768321324
event,role,0.05939707885160229
event,roleMixin,0.2528641714838674
event,situation,0.5116718394215443
event,subkind,0.04168101213533954
event,type,0.3111035178693964
kind,mode,0.10943212491400524
kind,phase,0.2891226882886593
kind,quality,0.1950104868801552
kind,relator,0.2935537574020229
kind,role,0.4144260104109811
kind,roleMixin,0.15465499314754153
kind,situation,0.20934111039595613
kind,subkind,0.5385658531717386
kind,type,0.2949568130778022
mode,phase,0.08202086794762356
mode,quality,0.32034650005693494
mode,relator,0.1084470282676094
mode,role,0.19654583540668402
mode,roleMixin,0.19318846057702477
mode,situation,0.04379580380979744
mode,subkind,0.20427877201175493
mode,type,0.23376875464890765
phase,quality,0.09005011256596121
phase,relator,0.22503378515070266
phase,role,0.31169891139852396
phase,roleMixin,0.018135054215793783
phase,situation,0.06774909879969387
phase,subkind,0.33891454821631023
phase,type,0.050290020136168394
quality,relator,0.18766242561749216
quality,role,0.1647635610397227
quality,roleMixin,0.04277446308128789
quality,situation,0.1579371045168058
quality,subkind,0.2746385712018576
quality,type,0.15828741920037478
relator,role,0.24552147591976942
relator,roleMixin,0.07580784790582096
relator,situation,0.13709784455915522
relator,subkind,0.25083349153017753
relator,type,0.06239911573717296
role,roleMixin,0.07753747038623014
role,situation,0.1987542685253892
role,subkind,0.10929803056483159
role,type,0.1806917329373032
roleMixin,situation,0.19525483997638157
roleMixin,subkind,0.06064284251160855
roleMixin,type,0.30747619375123675
situation,subkind,0.07429090761109787
situation,type,0.07759923857548615
subkind,type,0.07780366284219463
