Stereotype Pair,Jaccard Similarity,Dice Coefficient
"('abstract', 'category')",0.029411764705882353,0.05714285714285714
"('abstract', 'collective')",0.0,0.0
"('abstract', 'datatype')",0.043478260869565216,0.08333333333333333
"('abstract', 'enumeration')",0.0,0.0
"('abstract', 'event')",0.043478260869565216,0.08333333333333333
"('abstract', 'historicalRole')",0.1,0.18181818181818182
"('abstract', 'historicalRoleMixin')",0.3333333333333333,0.5
"('abstract', 'kind')",0.012048192771084338,0.023809523809523808
"('abstract', 'mixin')",0.0,0.0
"('abstract', 'mode')",0.041666666666666664,0.08
"('abstract', 'phase')",0.0,0.0
"('abstract', 'phaseMixin')",0.1111111111111111,0.2
"('abstract', 'quality')",0.0425531914893617,0.08163265306122448
"('abstract', 'quantity')",0.0,0.0
"('abstract', 'relator')",0.013513513513513514,0.02666666666666667
"('abstract', 'role')",0.0,0.0
"('abstract', 'roleMixin')",0.022727272727272728,0.044444444444444446
"('abstract', 'situation')",0.05263157894736842,0.1
"('abstract', 'subkind')",0.013888888888888888,0.0273972602739726
"('abstract', 'type')",0.08,0.14814814814814814
"('category', 'collective')",0.24324324324324326,0.391304347826087
"('category', 'datatype')",0.2676056338028169,0.4222222222222222
"('category', 'enumeration')",0.05714285714285714,0.10810810810810811
"('category', 'event')",0.46153846153846156,0.631578947368421
"('category', 'historicalRole')",0.1,0.18181818181818182
"('category', 'historicalRoleMixin')",0.07246376811594203,0.13513513513513514
"('category', 'kind')",0.6304347826086957,0.7733333333333333
"('category', 'mixin')",0.16901408450704225,0.2891566265060241
"('category', 'mode')",0.5466666666666666,0.7068965517241379
"('category', 'phase')",0.3333333333333333,0.5
"('category', 'phaseMixin')",0.11764705882352941,0.21052631578947367
"('category', 'quality')",0.5333333333333333,0.6956521739130435
"('category', 'quantity')",0.10144927536231885,0.18421052631578946
"('category', 'relator')",0.5842696629213483,0.7375886524822695
"('category', 'role')",0.5402298850574713,0.7014925373134329
"('category', 'roleMixin')",0.48,0.6486486486486487
"('category', 'situation')",0.2463768115942029,0.3953488372093023
"('category', 'subkind')",0.6547619047619048,0.7913669064748201
"('category', 'type')",0.30985915492957744,0.4731182795698925
"('collective', 'datatype')",0.21052631578947367,0.34782608695652173
"('collective', 'enumeration')",0.07142857142857142,0.13333333333333333
"('collective', 'event')",0.22807017543859648,0.37142857142857144
"('collective', 'historicalRole')",0.1,0.18181818181818182
