stereotype,total_correlation,rank
category,1.9429122809187342,10
collective,1.8903754857439647,11
datatype,0.9745123197750962,15
event,2.1286844980784907,6
kind,2.894483023906876,1
mixin,1.1765749487724149,14
mode,2.0532528125262677,7
phase,2.020001833050872,9
quality,2.0512378666722575,8
relator,1.8728516836744005,12
role,2.154522216059086,4
roleMixin,1.6365780097095288,13
situation,2.396945365008456,2
subkind,2.2254598925252753,3
type,2.1442453668605395,5
