Percentage,Top k Stereotypes,Coverage
10.0,1,0.16279069767441862
20.0,3,0.42071881606765327
30.0,5,0.5983086680761099
40.0,7,0.7251585623678647
50.0,9,0.8097251585623678
60.0,11,0.879492600422833
70.0,13,0.9302325581395349
80.0,15,0.9640591966173362
90.0,17,0.985200845665962
100.0,19,1.0
