Percentage,Top k Stereotypes,Coverage
10.0,1,0.4130617387652247
20.0,3,0.6610667786644268
30.0,5,0.8227635447291054
40.0,7,0.9097018059638807
50.0,9,0.9403611927761445
60.0,11,0.9622007559848803
70.0,13,0.9771104577908442
80.0,15,0.9890802183956321
90.0,17,0.9960100797984041
100.0,19,1.0
