stereotype,total_correlation,rank
category,2.3474081164750262,4
collective,1.860587198663533,11
event,2.488044988192104,2
kind,2.543003382065692,1
mode,2.2632208665708666,5
phase,1.674875785431495,12
quality,1.971580374146578,10
relator,2.1636973329805635,7
role,2.055955442569572,8
roleMixin,2.0477258917499013,9
subkind,2.361282151958465,3
type,2.2008095768363143,6
none,1.6126165381445006,13
