Stereotype Pair,Jaccard Similarity,Dice Coefficient
"('abstract', 'category')",0.017857142857142856,0.03508771929824561
"('abstract', 'collective')",0.0,0.0
"('abstract', 'datatype')",0.02564102564102564,0.05
"('abstract', 'enumeration')",0.0,0.0
"('abstract', 'event')",0.031746031746031744,0.06153846153846154
"('abstract', 'historicalRole')",0.09090909090909091,0.16666666666666666
"('abstract', 'historicalRoleMixin')",0.2857142857142857,0.4444444444444444
"('abstract', 'kind')",0.012903225806451613,0.025477707006369428
"('abstract', 'mixin')",0.0,0.0
"('abstract', 'mode')",0.02702702702702703,0.05263157894736842
"('abstract', 'phase')",0.014925373134328358,0.029411764705882353
"('abstract', 'phaseMixin')",0.1,0.18181818181818182
"('abstract', 'quality')",0.03636363636363636,0.07017543859649122
"('abstract', 'quantity')",0.0,0.0
"('abstract', 'relator')",0.014084507042253521,0.027777777777777776
"('abstract', 'role')",0.0,0.0
"('abstract', 'roleMixin')",0.012987012987012988,0.02564102564102564
"('abstract', 'situation')",0.038461538461538464,0.07407407407407407
"('abstract', 'subkind')",0.015037593984962405,0.02962962962962963
"('abstract', 'type')",0.05555555555555555,0.10526315789473684
"('abstract', 'none')",0.041666666666666664,0.08
"('abstract', 'other')",0.0,0.0
"('category', 'collective')",0.28888888888888886,0.4482758620689655
"('category', 'datatype')",0.2231404958677686,0.36486486486486486
"('category', 'enumeration')",0.06086956521739131,0.11475409836065574
"('category', 'event')",0.384,0.5549132947976878
"('category', 'historicalRole')",0.061946902654867256,0.11666666666666667
"('category', 'historicalRoleMixin')",0.044642857142857144,0.08547008547008547
"('category', 'kind')",0.5497076023391813,0.7094339622641509
"('category', 'mixin')",0.1794871794871795,0.30434782608695654
"('category', 'mode')",0.4959349593495935,0.6630434782608695
"('category', 'phase')",0.3435114503816794,0.5113636363636364
"('category', 'phaseMixin')",0.07207207207207207,0.13445378151260504
"('category', 'quality')",0.375,0.5454545454545454
"('category', 'quantity')",0.10619469026548672,0.192
"('category', 'relator')",0.5272727272727272,0.6904761904761905
"('category', 'role')",0.5093167701863354,0.6748971193415638
"('category', 'roleMixin')",0.453125,0.6236559139784946
"('category', 'situation')",0.18421052631578946,0.3111111111111111
"('category', 'subkind')",0.5986842105263158,0.7489711934156379
"('category', 'type')",0.25862068965517243,0.410958904109589
"('category', 'none')",0.14655172413793102,0.2556390977443609
"('category', 'other')",0.13157894736842105,0.23255813953488372
"('collective', 'datatype')",0.20481927710843373,0.34
"('collective', 'enumeration')",0.05714285714285714,0.10810810810810811
"('collective', 'event')",0.13636363636363635,0.24
"('collective', 'historicalRole')",0.043478260869565216,0.08333333333333333
"('collective', 'historicalRoleMixin')",0.014705882352941176,0.028985507246376812
"('collective', 'kind')",0.37341772151898733,0.543778801843318
"('collective', 'mixin')",0.13924050632911392,0.24444444444444444
"('collective', 'mode')",0.27102803738317754,0.4264705882352941
"('collective', 'phase')",0.3617021276595745,0.53125
"('collective', 'phaseMixin')",0.04411764705882353,0.08450704225352113
"('collective', 'quality')",0.125,0.2222222222222222
"('collective', 'quantity')",0.1323529411764706,0.23376623376623376
"('collective', 'relator')",0.3877551020408163,0.5588235294117647
"('collective', 'role')",0.3732394366197183,0.5435897435897435
"('collective', 'roleMixin')",0.2,0.3333333333333333
"('collective', 'situation')",0.011627906976744186,0.022988505747126436
"('collective', 'subkind')",0.3541666666666667,0.5230769230769231
"('collective', 'type')",0.15294117647058825,0.2653061224489796
"('collective', 'none')",0.04938271604938271,0.09411764705882353
"('collective', 'other')",0.05194805194805195,0.09876543209876543
"('datatype', 'enumeration')",0.11627906976744186,0.20833333333333334
"('datatype', 'event')",0.1927710843373494,0.32323232323232326
"('datatype', 'historicalRole')",0.06976744186046512,0.13043478260869565
"('datatype', 'historicalRoleMixin')",0.04878048780487805,0.09302325581395349
"('datatype', 'kind')",0.22435897435897437,0.36649214659685864
"('datatype', 'mixin')",0.16363636363636364,0.28125
"('datatype', 'mode')",0.1956521739130435,0.32727272727272727
"('datatype', 'phase')",0.2,0.3333333333333333
"('datatype', 'phaseMixin')",0.07142857142857142,0.13333333333333333
"('datatype', 'quality')",0.21333333333333335,0.3516483516483517
"('datatype', 'quantity')",0.13333333333333333,0.23529411764705882
"('datatype', 'relator')",0.17880794701986755,0.30337078651685395
"('datatype', 'role')",0.18181818181818182,0.3076923076923077
"('datatype', 'roleMixin')",0.12,0.21428571428571427
"('datatype', 'situation')",0.1509433962264151,0.26229508196721313
"('datatype', 'subkind')",0.20714285714285716,0.3431952662721893
"('datatype', 'type')",0.16129032258064516,0.2777777777777778
"('datatype', 'none')",0.09259259259259259,0.1694915254237288
"('datatype', 'other')",0.1,0.18181818181818182
"('enumeration', 'event')",0.057971014492753624,0.1095890410958904
"('enumeration', 'historicalRole')",0.05263157894736842,0.1
"('enumeration', 'historicalRoleMixin')",0.0,0.0
"('enumeration', 'kind')",0.07142857142857142,0.13333333333333333
"('enumeration', 'mixin')",0.08571428571428572,0.15789473684210525
"('enumeration', 'mode')",0.05,0.09523809523809523
"('enumeration', 'phase')",0.08571428571428572,0.15789473684210525
"('enumeration', 'phaseMixin')",0.05555555555555555,0.10526315789473684
"('enumeration', 'quality')",0.06557377049180328,0.12307692307692308
"('enumeration', 'quantity')",0.13636363636363635,0.24
"('enumeration', 'relator')",0.06293706293706294,0.11842105263157894
"('enumeration', 'role')",0.05925925925925926,0.11188811188811189
"('enumeration', 'roleMixin')",0.06172839506172839,0.11627906976744186
"('enumeration', 'situation')",0.06060606060606061,0.11428571428571428
"('enumeration', 'subkind')",0.07518796992481203,0.13986013986013987
"('enumeration', 'type')",0.09523809523809523,0.17391304347826086
"('enumeration', 'none')",0.0,0.0
"('enumeration', 'other')",0.0,0.0
"('event', 'historicalRole')",0.14516129032258066,0.2535211267605634
"('event', 'historicalRoleMixin')",0.0967741935483871,0.17647058823529413
"('event', 'kind')",0.27058823529411763,0.42592592592592593
"('event', 'mixin')",0.12658227848101267,0.2247191011235955
"('event', 'mode')",0.3917525773195876,0.562962962962963
