Stereotype,category,collective,datatype,event,kind,mixin,mode,phase,quality,relator,role,roleMixin,situation,subkind,type,none,other
category,1.0,-0.004729272758622546,0.10541164939685713,0.19727719501695046,-0.07755165502244488,0.16056045328194898,0.36693614270548985,0.10537675554509687,0.2510461885546741,-0.06373450306511382,-0.021713491635397368,0.23911641584971174,0.19010449947979852,0.21324884526711002,0.22509213937617997,0.10236429905753992,0.12921278937483333
collective,-0.004729272758622546,1.0,0.08496323597049567,-0.16230796766378414,0.14823778644218902,0.05418266741096992,0.07817881226143163,0.2693469941180017,-0.1326077671872279,0.21259803491058127,0.15972250868531176,-0.07567709026906581,-0.26113715320620917,0.12168374828645998,0.04727631137863854,-0.17002834212072832,-0.12505865996019486
datatype,0.10541164939685713,0.08496323597049567,1.0,0.08556778459068065,0.11053195862936405,0.15172885839615105,0.05810530231770301,0.09872112931773193,0.16356367941307004,-0.10073317015700532,-0.042961605185538924,-0.09363465914890995,0.15670009859740308,0.03982002411819596,0.08006832374672458,0.0039200256376787125,0.04394829380846698
event,0.19727719501695046,-0.16230796766378414,0.08556778459068065,1.0,-0.2814541484984788,-0.002875189830334499,0.25710987260442136,0.01650472455944937,0.19638661706175164,-0.12903732006347982,-0.1731281883345722,0.25710987260442136,0.5545812511833931,-0.0030727171489383625,0.3101545534540086,0.17147820121573418,0.23870590464739136
kind,-0.07755165502244488,0.14823778644218902,0.11053195862936405,-0.2814541484984788,1.0,0.010215482151083087,-0.02042113318289451,0.25318652797803404,0.0007382470645487078,0.16413922677171103,0.4530333378893934,-0.1320566612493845,-0.23543123543123542,0.35240863181355064,-0.21409791121310537,-0.05543639271711282,-0.0323328867327343
mixin,0.16056045328194898,0.05418266741096992,0.15172885839615105,-0.002875189830334499,0.010215482151083087,1.0,0.17085299993695982,0.17093986964248178,0.14389025463572466,0.007654780036730187,0.20567488488724456,0.13626054069046425,-0.010215482151083087,-0.017167954068752826,0.16823856208325033,0.12183510143415137,-0.0475093543800262
mode,0.36693614270548985,0.07817881226143163,0.05810530231770301,0.25710987260442136,-0.02042113318289451,0.17085299993695982,1.0,0.07366624831632092,0.22233951737154814,0.020947002395692436,0.0143576830751316,0.26468769325912184,0.02042113318289451,0.09343021924526922,0.28854233536015933,0.20568017011773268,-0.02511077161158899
phase,0.10537675554509687,0.2693469941180017,0.09872112931773193,0.01650472455944937,0.25318652797803404,0.17093986964248178,0.07366624831632092,1.0,0.1065247282582615,0.1386206560167344,0.23388213848187447,-0.0295924245373255,-0.06375865120614725,0.30888261119961213,0.02543788036334543,-0.05157297870476928,0.0019294649358840136
quality,0.2510461885546741,-0.1326077671872279,0.16356367941307004,0.19638661706175164,0.0007382470645487078,0.14389025463572466,0.22233951737154814,0.1065247282582615,1.0,0.09127661361159421,0.08564266990895948,0.05734548638089704,0.24140679010742744,0.10188910080027727,0.21415871187968605,0.21004303533401977,-0.10302478364941785
relator,-0.06373450306511382,0.21259803491058127,-0.10073317015700532,-0.12903732006347982,0.16413922677171103,0.007654780036730187,0.020947002395692436,0.1386206560167344,0.09127661361159421,1.0,0.22578837914485933,0.11296419149105563,-0.11912445555003777,0.13971297970011495,-0.04777453479773235,-0.2266223187487574,-0.14385725890404777
role,-0.021713491635397368,0.15972250868531176,-0.042961605185538924,-0.1731281883345722,0.4530333378893934,0.20567488488724456,0.0143576830751316,0.23388213848187447,0.08564266990895948,0.22578837914485933,1.0,0.0430730492253948,-0.20017752139298775,0.1040532889293919,-0.07484811885651196,-0.010138317744541225,-0.09899678265684464
roleMixin,0.23911641584971174,-0.07567709026906581,-0.09363465914890995,0.25710987260442136,-0.1320566612493845,0.13626054069046425,0.26468769325912184,-0.0295924245373255,0.05734548638089704,0.11296419149105563,0.0430730492253948,1.0,0.1320566612493845,0.008619023915615242,0.25549698410382826,0.20568017011773268,-0.0639613993880097
situation,0.19010449947979852,-0.26113715320620917,0.15670009859740308,0.5545812511833931,-0.23543123543123542,-0.010215482151083087,0.02042113318289451,-0.06375865120614725,0.24140679010742744,-0.11912445555003777,-0.20017752139298775,0.1320566612493845,1.0,-0.10347101967820689,0.1171032774038532,0.05543639271711282,0.2604014211055698
subkind,0.21324884526711002,0.12168374828645998,0.03982002411819596,-0.0030727171489383625,0.35240863181355064,-0.017167954068752826,0.09343021924526922,0.30888261119961213,0.10188910080027727,0.13971297970011495,0.1040532889293919,0.008619023915615242,-0.10347101967820689,1.0,0.012580927052396941,-0.07863250931225202,0.04252439675509055
type,0.22509213937617997,0.04727631137863854,0.08006832374672458,0.3101545534540086,-0.21409791121310537,0.16823856208325033,0.28854233536015933,0.02543788036334543,0.21415871187968605,-0.04777453479773235,-0.07484811885651196,0.25549698410382826,0.1171032774038532,0.012580927052396941,1.0,0.14341962818266765,-0.012349538257852982
none,0.10236429905753992,-0.17002834212072832,0.0039200256376787125,0.17147820121573418,-0.05543639271711282,0.12183510143415137,0.20568017011773268,-0.05157297870476928,0.21004303533401977,-0.2266223187487574,-0.010138317744541225,0.20568017011773268,0.05543639271711282,-0.07863250931225202,0.14341962818266765,1.0,0.12813403368483037
other,0.12921278937483333,-0.12505865996019486,0.04394829380846698,0.23870590464739136,-0.0323328867327343,-0.0475093543800262,-0.02511077161158899,0.0019294649358840136,-0.10302478364941785,-0.14385725890404777,-0.09899678265684464,-0.0639613993880097,0.2604014211055698,0.04252439675509055,-0.012349538257852982,0.12813403368483037,1.0
