Stereotype,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers,none,other
bringsAbout,0.47471735387438596,0.2581435132340868,0.06229720936723589,0.0962341883151112,0.0414314497405539,0.03364235756284552,0.1362514650285912,0.17834219659007064,0.14422263776241206,0.13382221921582632,0.16069498195161935,0.17418244474724306,0.023528893347506262,0.3126465050663351,0.029765045706948205,0.002215872115509457,0.0,0.03382756323040503,0.21152542664747873,0.2750847881018237,0.051072483374162855
characterization,0.2581435132340868,2.0357745770237154,0.08036225397973354,0.44537047486652026,0.24646076293114297,0.25085520443307496,0.45533415611709094,0.3180177810552604,0.36658052444776634,0.30252278864861687,0.5678096027939956,0.7166406921761926,0.2041357427109609,0.5238750433380018,0.07168456361101594,0.015463964524047774,0.0,0.015463964524047774,0.24962894070910707,1.2060802895085316,0.30200356789752725
comparative,0.06229720936723589,0.08036225397973354,0.2046012258563904,0.11649744589282605,0.04988475564607609,0.043986904966314744,0.008571170117526387,0.05346005749431283,0.006244583039653383,0.0361971323000162,0.18606197823615317,0.1201545686240144,0.03987269118368367,0.08798796177770021,0.001171149577002685,0.0007768285261068875,0.0,0.05495011002987341,0.0036250623366174337,0.10180979729147902,0.012610518243089064
componentOf,0.0962341883151112,0.44537047486652026,0.11649744589282605,1.304453718838851,0.12182807031637108,0.17739620492474026,0.19377687410895955,0.12403677446176806,0.22727975314556204,0.17526072307521334,0.4440830005027412,0.42473871823241016,0.20057959817233126,0.19028911913645746,0.011032231756167701,0.0396579296633261,0.0,0.0396579296633261,0.038089709231447735,0.7330921254580978,0.1541102422653269
creation,0.0414314497405539,0.24646076293114297,0.04988475564607609,0.12182807031637108,0.6397162391078581,0.07663128785432696,0.12501423671780754,0.13270320028985572,0.19431527261445353,0.1593566770597481,0.14384982526077555,0.28357305124898313,0.09168664137332727,0.43218780557044606,0.0728167704747483,0.0030887513631531194,0.0,0.060639702439839474,0.02050985104790616,0.43292246730951156,0.11235458592860759
derivation,0.03364235756284552,0.25085520443307496,0.043986904966314744,0.17739620492474026,0.07663128785432696,1.028632848706646,0.09051144734008933,0.04704173316864723,0.04969055180423863,0.03473452665828851,0.5300472096904991,0.4950531257637458,0.11287673509003529,0.10632084249551327,0.010205776004523714,0.03608732401488876,0.0,0.02160843119131485,0.04843825327265867,0.6170002093381737,0.32818096098017363
externalDependence,0.1362514650285912,0.45533415611709094,0.008571170117526387,0.19377687410895955,0.12501423671780754,0.09051144734008933,0.8587428216305797,0.19552479940309367,0.3527710139102708,0.2298245050832587,0.1475221083530613,0.37047239974820056,0.12338221501086637,0.32287989849482146,0.0650089545750318,0.004238103573157848,0.0,0.03237970191791767,0.12775587545119219,0.5201581571980881,0.1614847330748673
historicalDependence,0.17834219659007064,0.3180177810552604,0.05346005749431283,0.12403677446176806,0.13270320028985572,0.04704173316864723,0.19552479940309367,0.6063666100873739,0.2778856104856924,0.2250939697651282,0.15339648705125192,0.2686189390938999,0.05421057897434323,0.38294551065818594,0.05221228968507712,0.0028668252764437047,0.0,0.02974319515931357,0.13715656178511695,0.36060440648795544,0.1067507169725353
instantiation,0.14422263776241206,0.36658052444776634,0.006244583039653383,0.22727975314556204,0.19431527261445353,0.04969055180423863,0.3527710139102708,0.2778856104856924,0.7050571776524461,0.39769533980852606,0.14073130808419715,0.27377870965669066,0.07395380424180253,0.3846174098228821,0.025557845888916755,0.003088751363153147,0.0,0.037560560491917326,0.1111835339279999,0.4676740635419152,0.15525471203117927
manifestation,0.13382221921582632,0.30252278864861687,0.0361971323000162,0.17526072307521334,0.1593566770597481,0.03473452665828851,0.2298245050832587,0.2250939697651282,0.39769533980852606,0.5282739946071859,0.09384311919130116,0.20961325149779547,0.04597933462771349,0.3463832743916756,0.003664968639730065,0.0024304407748765716,0.0,0.0024304407748765716,0.11458906553476923,0.3447275547149023,0.1353587521629228
