Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
bringsAbout,0.0070213340534701595,0.10377358490566038,0.10401084585783697,15,Q3
characterization,0.087766675668377,0.5283018867924528,0.5355425967617736,3,Q1
comparative,0.0035106670267350797,0.03773584905660377,0.037898800601013596,17,Q3
componentOf,0.04266810694031866,0.3018867924528302,0.3048871968570157,5,Q1
creation,0.011612206319200648,0.14150943396226415,0.14198508103290317,12,Q2
derivation,0.02106400216041048,0.2830188679245283,0.28380164162367943,6,Q1
externalDependence,0.01917364299216851,0.18867924528301888,0.18965095883269542,9,Q1
historicalDependence,0.00945179584120983,0.1320754716981132,0.13241324204513313,13,Q3
instantiation,0.017013232514177693,0.14150943396226415,0.14252848831339604,11,Q1
manifestation,0.009181744531460978,0.11320754716981132,0.11357928142423718,14,Q3
material,0.07453416149068323,0.39622641509433965,0.40317578455015274,4,Q1
mediation,0.12989467998919796,0.6132075471698113,0.62681426578813,2,Q1
memberOf,0.012422360248447204,0.18867924528301888,0.18908773792795713,10,Q1
participation,0.03942749122333243,0.2358490566037736,0.23912194496753314,8,Q1
participational,0.0024304617877396704,0.02830188679245283,0.02840605464534768,18,Q3
subCollectionOf,0.001890359168241966,0.018867924528301886,0.018962384707379303,19,Q3
subQuantityOf,0.0,0.0,0.0,21,Q3
termination,0.0008101539292465569,0.018867924528301886,0.018885309777569696,20,Q3
triggers,0.004050769646232784,0.08490566037735849,0.08500223466969667,16,Q3
none,0.4504455846610856,0.8584905660377359,0.9694881519216516,1,Q1
other,0.05563056980826357,0.2641509433962264,0.2699453300101865,7,Q1
