Stereotype,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers
bringsAbout,0.5078517230609153,0.2603819377455193,0.07302996271362182,0.12062865343817866,0.07988211057885186,0.049106318395189835,0.11164507035916027,0.1297284109193533,0.11782411698551098,0.16118892530391946,0.1698804509500016,0.17146444306927605,0.03882753614706866,0.3082420528561267,0.034798867648447904,0.005532044897400973,0.0036576791042224888,0.07621477537686283,0.224278729381583
characterization,0.2603819377455193,2.2647956979780894,0.1509179154606508,0.6094570741529786,0.3511045379975324,0.3546047006902857,0.4818067692642465,0.35685574358479627,0.3916764432177653,0.38974603105304384,0.7337237748260895,0.9648905770875363,0.3664314659096684,0.6003382457218954,0.09555450169266963,0.11083370384848265,0.11818092821169049,0.10527983510054209,0.24875812844674877
comparative,0.07302996271362182,0.1509179154606508,0.2838276459518999,0.1621068846614395,0.09473177504343894,0.06778739300931716,0.0404992456353913,0.04770113292015445,0.021007632444497826,0.0581947824031959,0.19068134253548058,0.1536181461214307,0.08558721827515961,0.11087279289770073,0.002072902354148573,0.0024974656482054797,0.0016517373865313212,0.07922877363686665,0.027955528338175682
componentOf,0.12062865343817866,0.6094570741529786,0.1621068846614395,1.5302392780799363,0.18161016111715783,0.34220304702522086,0.17028267533423655,0.16210320988812815,0.20255443610735085,0.15600274914771345,0.6421345724012772,0.707437751054332,0.35685761401005806,0.27403731888794447,0.03581095369646978,0.1604524189821731,0.11735255911356096,0.0765860752264284,0.0626208995174276
creation,0.07988211057885186,0.3511045379975324,0.09473177504343894,0.18161016111715783,0.8380759239533542,0.13035231807011521,0.23933052918892941,0.22134040664657745,0.2482039785648725,0.29376027454201603,0.22171168601718716,0.3989522264331319,0.13109030155909382,0.5485910574604862,0.08512054496584806,0.05267652338390668,0.02406361851095864,0.17867234691201692,0.03727274344733537
derivation,0.049106318395189835,0.3546047006902857,0.06778739300931716,0.34220304702522086,0.13035231807011521,1.1282175383024171,0.07188423300926151,0.06644310678561474,0.06425882845053651,0.049126806884704374,0.6435963068570882,0.6369750720199482,0.22315061297144895,0.1240802814017097,0.013762760019636923,0.12816702576886804,0.08557711566983373,0.044722348031007705,0.04599245407220571
externalDependence,0.11164507035916027,0.4818067692642465,0.0404992456353913,0.17028267533423655,0.23933052918892941,0.07188423300926151,0.9517886855678543,0.21098766842966662,0.35011415047039857,0.3259229436441935,0.16849270475318642,0.4214155589608696,0.13753531493791946,0.39219385728335576,0.09244457984006255,0.023816161103086493,0.020253515793100897,0.1252823930865228,0.11591613542430787
historicalDependence,0.1297284109193533,0.35685574358479627,0.04770113292015445,0.16210320988812815,0.22134040664657745,0.06644310678561474,0.21098766842966662,0.699391937933534,0.2956435715821364,0.3042138622994513,0.16458147188384067,0.27929079766043907,0.09606733845827914,0.471299712143394,0.08691506856301251,0.055771261009713566,0.027371168062740384,0.05473033666321804,0.13641632024656142
instantiation,0.11782411698551098,0.3916764432177653,0.021007632444497826,0.20255443610735085,0.2482039785648725,0.06425882845053651,0.35011415047039857,0.2956435715821364,0.7956215789736595,0.40681093424231735,0.15442928201023678,0.3256316286410962,0.11839180581137422,0.43748865071256154,0.07895418902049511,0.02613179577035917,0.023436971493082152,0.06619452688279548,0.13071189328930635
manifestation,0.16118892530391946,0.38974603105304384,0.0581947824031959,0.15600274914771345,0.29376027454201603,0.049126806884704374,0.3259229436441935,0.3042138622994513,0.40681093424231735,0.7005019215963995,0.12293747492939727,0.25988198287394104,0.056962194235748984,0.4467158142913113,0.03465498808556291,0.007537863505124545,0.004982928867066028,0.11699758404686114,0.14035063027244088
material,0.1698804509500016,0.7337237748260895,0.19068134253548058,0.6421345724012772,0.22171168601718716,0.6435963068570882,0.16849270475318642,0.16458147188384067,0.15442928201023678,0.12293747492939727,1.8068088727355067,0.9518335854609872,0.3734771691686556,0.3300544526904692,0.03573827992344674,0.14317396873074745,0.12997002535281038,0.11787512171120115,0.11139315514919104
mediation,0.17146444306927605,0.9648905770875363,0.1536181461214307,0.707437751054332,0.3989522264331319,0.6369750720199482,0.4214155589608696,0.27929079766043907,0.3256316286410962,0.25988198287394104,0.9518335854609872,2.402760141527578,0.5197468581159196,0.5427977491331273,0.13311849954774357,0.1949073108138257,0.16627322954674956,0.15758545515159222,0.11760809923390816
memberOf,0.03882753614706866,0.3664314659096684,0.08558721827515961,0.35685761401005806,0.13109030155909382,0.22315061297144895,0.13753531493791946,0.09606733845827914,0.11839180581137422,0.056962194235748984,0.3734771691686556,0.5197468581159196,0.9361884159363165,0.18142053414052045,0.052453781846941216,0.161978087199701,0.11822572130237519,0.05996730056308595,0.030291491228354936
participation,0.3082420528561267,0.6003382457218954,0.11087279289770073,0.27403731888794447,0.5485910574604862,0.1240802814017097,0.39219385728335576,0.471299712143394,0.43748865071256154,0.4467158142913113,0.3300544526904692,0.5427977491331273,0.18142053414052045,1.2672637991918951,0.1706440982761773,0.07320270612667136,0.061171492136592676,0.17080395377270036,0.2153904451939697
participational,0.034798867648447904,0.09555450169266963,0.002072902354148573,0.03581095369646978,0.08512054496584806,0.013762760019636923,0.09244457984006255,0.08691506856301251,0.07895418902049511,0.03465498808556291,0.03573827992344674,0.13311849954774357,0.052453781846941216,0.1706440982761773,0.19594528876524775,0.0350164033175075,0.03453896925409323,0.031082206747849235,0.04516906633325411
subCollectionOf,0.005532044897400973,0.11083370384848265,0.0024974656482054797,0.1604524189821731,0.05267652338390668,0.12816702576886804,0.023816161103086493,0.055771261009713566,0.02613179577035917,0.007537863505124545,0.14317396873074745,0.1949073108138257,0.161978087199701,0.07320270612667136,0.0350164033175075,0.2542735316701674,0.11193838694919407,0.00213210609185549,0.004370021186618278
