Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
bringsAbout,39,0.2932330827067669,15,0.11278195488721804,0.007507218479307026,0.02737226277372263
characterization,625,4.6992481203007515,78,0.5864661654135338,0.12030798845043311,0.14233576642335766
comparative,38,0.2857142857142857,7,0.05263157894736842,0.007314725697786333,0.012773722627737226
componentOf,554,4.165413533834586,47,0.3533834586466165,0.10664100096246391,0.08576642335766424
creation,107,0.8045112781954887,25,0.18796992481203006,0.02059672762271415,0.04562043795620438
derivation,220,1.6541353383458646,40,0.3007518796992481,0.04234841193455245,0.072992700729927
externalDependence,123,0.924812030075188,28,0.21052631578947367,0.023676612127045235,0.051094890510948905
historicalDependence,58,0.43609022556390975,22,0.16541353383458646,0.011164581328200193,0.040145985401459854
instantiation,97,0.7293233082706767,22,0.16541353383458646,0.01867179980750722,0.040145985401459854
manifestation,71,0.5338345864661654,20,0.15037593984962405,0.013666987487969202,0.0364963503649635
material,661,4.969924812030075,58,0.43609022556390975,0.12723772858517807,0.10583941605839416
mediation,2015,15.150375939849624,84,0.631578947368421,0.38787295476419636,0.15328467153284672
memberOf,204,1.5338345864661653,32,0.24060150375939848,0.03926852743022137,0.058394160583941604
participation,264,1.9849624060150375,37,0.2781954887218045,0.05081809432146295,0.06751824817518248
participational,18,0.13533834586466165,5,0.03759398496240601,0.0034648700673724736,0.009124087591240875
subCollectionOf,27,0.20300751879699247,6,0.045112781954887216,0.00519730510105871,0.010948905109489052
subQuantityOf,14,0.10526315789473684,4,0.03007518796992481,0.002694898941289702,0.0072992700729927005
termination,39,0.2932330827067669,6,0.045112781954887216,0.007507218479307026,0.010948905109489052
triggers,21,0.15789473684210525,12,0.09022556390977443,0.004042348411934553,0.021897810218978103
