Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
bringsAbout,0.007507218479307026,0.11278195488721804,0.11303153399595413,13,Q3
characterization,0.12030798845043311,0.5864661654135338,0.5986790252379349,2,Q1
comparative,0.007314725697786333,0.05263157894736842,0.05313744738437226,15,Q3
componentOf,0.10664100096246391,0.3533834586466165,0.36912351852912484,4,Q1
creation,0.02059672762271415,0.18796992481203006,0.1890949968206576,9,Q1
derivation,0.04234841193455245,0.3007518796992481,0.3037187533492286,5,Q1
externalDependence,0.023676612127045235,0.21052631578947367,0.21185351448985626,8,Q1
historicalDependence,0.011164581328200193,0.16541353383458646,0.16578988223616023,11,Q2
instantiation,0.01867179980750722,0.16541353383458646,0.16646402999956927,10,Q1
manifestation,0.013666987487969202,0.15037593984962405,0.15099572786226126,12,Q3
material,0.12723772858517807,0.43609022556390975,0.4542731825761863,3,Q1
mediation,0.38787295476419636,0.631578947368421,0.7411729864184954,1,Q1
memberOf,0.03926852743022137,0.24060150375939848,0.24378494797222797,7,Q1
participation,0.05081809432146295,0.2781954887218045,0.2827988837595169,6,Q1
participational,0.0034648700673724736,0.03759398496240601,0.037753318131488564,18,Q3
subCollectionOf,0.00519730510105871,0.045112781954887216,0.04541117787530608,17,Q3
subQuantityOf,0.002694898941289702,0.03007518796992481,0.030195685316450005,19,Q3
termination,0.007507218479307026,0.045112781954887216,0.04573315454902763,16,Q3
triggers,0.004042348411934553,0.09022556390977443,0.09031607256474486,14,Q3
