stereotype,total_correlation,rank
category,2.394662456746307,3
collective,1.5957771570775128,13
datatype,1.5914746340205834,14
enumeration,1.0439235834692968,15
event,2.3637901055319217,4
kind,3.1826724662183574,1
mode,1.6161160725026242,12
phase,1.7634112488066855,11
quality,2.0428335965207087,10
relator,2.1510587159310846,9
role,2.1719782209320164,6
roleMixin,2.1626038841115354,8
situation,2.6604675492118774,2
subkind,2.1694936444863715,7
type,2.259541403742229,5
