year,abstract,category,collective,datatype,enumeration,event,historicalRole,historicalRoleMixin,kind,mixin,mode,phase,phaseMixin,quality,quantity,relator,role,roleMixin,situation,subkind,type,none,other
2013,0,28,56,8,0,0,0,0,247,3,17,63,0,2,0,161,247,18,0,181,2,0,0
2021,0,5,1,10,0,0,0,0,15,0,0,9,0,2,0,13,15,0,0,16,0,0,0
2022,0,3,1,14,4,0,0,0,14,1,0,6,0,0,0,8,15,6,0,20,0,0,0
2023,1,0,0,0,0,0,0,0,16,0,0,5,0,0,0,2,0,0,0,10,0,0,0
