Group,DistanceFromOrigin,Rank
sortal,100.52977386827813,1
rigid,100.52977386827813,1
rigid_sortal,100.52977386827813,1
non_rigid,93.34907573482968,2
non_rigid_sortal,82.57802853465702,3
non_sortal,75.39733040120858,4
rigid_non_sortal,71.80698133448438,5
non_rigid_non_sortal,61.03593413431171,6
temporal,43.084188800690626,7
abstracts,28.722792533793744,8
