Group,DistanceFromOrigin,Rank
sortal,188.2643958867972,1
rigid,148.31685479863805,2
rigid_sortal,141.00201970201547,3
non_rigid,112.04827925792131,4
non_rigid_sortal,96.04572459428819,5
non_sortal,75.9370240990064,6
rigid_non_sortal,69.6622137103392,7
non_rigid_non_sortal,60.05233547858749,8
temporal,41.65598594775341,9
abstracts,27.60966674877835,10
