Stereotype,DistanceFromOrigin,Rank
role,0.2689187772313197,1
subkind,0.19734492616340202,2
relator,0.1830991457336388,3
kind,0.16364741572802727,4
category,0.1079511526685583,5
roleMixin,0.08600923587791498,6
mode,0.07496307031104794,7
event,0.06175840690960532,8
none,0.05170716071893891,9
phase,0.044939562259855244,10
collective,0.04469312150125295,11
mixin,0.04015426396830032,12
type,0.037153850616137574,13
other,0.035104217247775765,14
datatype,0.02889749227594356,15
quantity,0.024700823690462864,16
situation,0.019323806344377772,17
enumeration,0.014956844062022747,18
quality,0.009739447647623179,19
historicalRoleMixin,0.0,20
phaseMixin,0.0,20
abstract,0.0,20
historicalRole,0.0,20
