Stereotype,DistanceFromOrigin,Rank
kind,24.000277365261166,1
role,22.0002542514894,2
relator,20.000231137717638,3
category,20.000231137717638,3
subkind,19.000219580831757,4
roleMixin,14.000161796402347,5
mode,12.000138682630583,6
event,12.000138682630583,6
collective,9.000104011972937,7
mixin,8.000092455087055,8
phase,8.000092455087055,8
none,7.0000808982011735,9
other,7.0000808982011735,9
datatype,6.0000693413152915,10
type,6.0000693413152915,10
quantity,5.000057784429409,11
situation,4.000046227543527,12
enumeration,3.0000346706576457,13
quality,2.0000231137717637,14
historicalRoleMixin,0.0,15
phaseMixin,0.0,15
abstract,0.0,15
historicalRole,0.0,15
