year,category,period,predicted,a (quad),b (linear),intercept
2019,none (occurrence),2019-2024,0.19351957511389628,-0.06946856547870084,280.83957725270346,-283835.9619103107
2020,none (occurrence),2019-2024,0.4495608594152145,-0.06946856547870084,280.83957725270346,-283835.9619103107
2021,none (occurrence),2019-2024,0.5666650126222521,-0.06946856547870084,280.83957725270346,-283835.9619103107
2022,none (occurrence),2019-2024,0.5448320349678397,-0.06946856547870084,280.83957725270346,-283835.9619103107
2023,none (occurrence),2019-2024,0.384061926335562,-0.06946856547870084,280.83957725270346,-283835.9619103107
2024,none (occurrence),2019-2024,0.08435468666721135,-0.06946856547870084,280.83957725270346,-283835.9619103107
2019,none (model-wise),2019-2024,0.0931098698056303,-0.07315775474035036,295.76616128720366,-298934.3682578651
2020,none (model-wise),2019-2024,0.37509976071305573,-0.07315775474035036,295.76616128720366,-298934.3682578651
2021,none (model-wise),2019-2024,0.5107741421670653,-0.07315775474035036,295.76616128720366,-298934.3682578651
2022,none (model-wise),2019-2024,0.500133014167659,-0.07315775474035036,295.76616128720366,-298934.3682578651
2023,none (model-wise),2019-2024,0.34317637665662915,-0.07315775474035036,295.76616128720366,-298934.3682578651
2024,none (model-wise),2019-2024,0.039904229633975774,-0.07315775474035036,295.76616128720366,-298934.3682578651
2019,other (occurrence),2019-2024,0.3783555799018359,-0.008063315639120106,32.53051656345153,-32809.74918402946
2020,other (occurrence),2019-2024,0.3411402769415872,-0.008063315639120106,32.53051656345153,-32809.74918402946
2021,other (occurrence),2019-2024,0.2877983427097206,-0.008063315639120106,32.53051656345153,-32809.74918402946
2022,other (occurrence),2019-2024,0.21832977720623603,-0.008063315639120106,32.53051656345153,-32809.74918402946
2023,other (occurrence),2019-2024,0.1327345804165816,-0.008063315639120106,32.53051656345153,-32809.74918402946
2024,other (occurrence),2019-2024,0.031012752348033246,-0.008063315639120106,32.53051656345153,-32809.74918402946
2019,other (model-wise),2019-2024,0.285980313870823,-0.04988028731852978,201.59683429707843,-203693.66457143807
2020,other (model-wise),2019-2024,0.41633413144154474,-0.04988028731852978,201.59683429707843,-203693.66457143807
2021,other (model-wise),2019-2024,0.4469273743452504,-0.04988028731852978,201.59683429707843,-203693.66457143807
2022,other (model-wise),2019-2024,0.37776004258194007,-0.04988028731852978,201.59683429707843,-203693.66457143807
2023,other (model-wise),2019-2024,0.20883213623892516,-0.04988028731852978,201.59683429707843,-203693.66457143807
2024,other (model-wise),2019-2024,-0.05985634480020963,-0.04988028731852978,201.59683429707843,-203693.66457143807
