year,category,period,predicted,slope,intercept
2019,none (occurrence),2019-2024,2.6393842519979103,-0.194155321045022,394.63897744189734
2020,none (occurrence),2019-2024,2.445228930952908,-0.194155321045022,394.63897744189734
2021,none (occurrence),2019-2024,2.2510736099078485,-0.194155321045022,394.63897744189734
2022,none (occurrence),2019-2024,2.056918288862846,-0.194155321045022,394.63897744189734
2023,none (occurrence),2019-2024,1.8627629678178437,-0.194155321045022,394.63897744189734
2024,none (occurrence),2019-2024,1.6686076467727844,-0.194155321045022,394.63897744189734
2019,none (model-wise),2019-2024,1.6853721052239763,-0.06070400344314199,124.24675505692765
2020,none (model-wise),2019-2024,1.6246681017808413,-0.06070400344314199,124.24675505692765
2021,none (model-wise),2019-2024,1.5639640983376921,-0.06070400344314199,124.24675505692765
2022,none (model-wise),2019-2024,1.5032600948945571,-0.06070400344314199,124.24675505692765
2023,none (model-wise),2019-2024,1.442556091451408,-0.06070400344314199,124.24675505692765
2024,none (model-wise),2019-2024,1.381852088008273,-0.06070400344314199,124.24675505692765
2019,other (occurrence),2019-2024,2.9540356938537116,-0.5938821306009275,1202.0020573771264
2020,other (occurrence),2019-2024,2.3601535632528794,-0.5938821306009275,1202.0020573771264
2021,other (occurrence),2019-2024,1.7662714326518199,-0.5938821306009275,1202.0020573771264
2022,other (occurrence),2019-2024,1.1723893020509877,-0.5938821306009275,1202.0020573771264
2023,other (occurrence),2019-2024,0.5785071714499281,-0.5938821306009275,1202.0020573771264
2024,other (occurrence),2019-2024,-0.015374959150904033,-0.5938821306009275,1202.0020573771264
2019,other (model-wise),2019-2024,2.7842732041251566,-0.5002644430035816,1012.8181836283565
2020,other (model-wise),2019-2024,2.2840087611215267,-0.5002644430035816,1012.8181836283565
2021,other (model-wise),2019-2024,1.7837443181180106,-0.5002644430035816,1012.8181836283565
2022,other (model-wise),2019-2024,1.2834798751143808,-0.5002644430035816,1012.8181836283565
2023,other (model-wise),2019-2024,0.783215432110751,-0.5002644430035816,1012.8181836283565
2024,other (model-wise),2019-2024,0.2829509891072348,-0.5002644430035816,1012.8181836283565
