construct,x_value,y_value,quadrant
abstract,0.0082644628099173,9.341429238673515e-05,Q3
category,4.809917355371901,0.0543671181690798,Q1
collective,1.0909090909090908,0.012330686595049,Q3
datatype,0.7272727272727273,0.0082204577300326,Q3
enumeration,0.5206611570247934,0.0058851004203643,Q3
event,3.9173553719008254,0.0442783745913124,Q1
historicalRole,0.1900826446280991,0.0021485287248949,Q3
historicalRoleMixin,0.0743801652892562,0.0008407286314806,Q3
kind,13.107438016528926,0.148155067725362,Q1
mixin,0.6942148760330579,0.0078468005604857,Q3
mode,4.487603305785124,0.0507239607659971,Q1
phase,2.743801652892562,0.031013545072396,Q1
phaseMixin,0.1652892561983471,0.0018682858477347,Q3
quality,2.074380165289256,0.0234469873890705,Q1
quantity,0.3636363636363636,0.0041102288650163,Q3
relator,10.305785123966942,0.1164876226062587,Q1
role,15.24793388429752,0.1723493694535263,Q1
roleMixin,4.760330578512397,0.0538066324147594,Q1
situation,0.6528925619834711,0.007379729098552,Q3
subkind,16.71900826446281,0.1889771134983652,Q1
type,1.7603305785123966,0.0198972442783745,Q1
none,3.1404958677685952,0.0354974311069593,Q1
other,0.9090909090909092,0.0102755721625408,Q3
